observer,oc,oceu,ocel,date,source
Manfred Raetz,-0.9,1.9,1.9,2021-09-01 11:27:18.288009216,ExoClock observation
Manfred raetz,-7.2,0.9648,0.9648,2021-09-01 11:25:38.496000000,ETD
Nello ruocco,-0.432,4.824,4.824,2021-07-24 09:04:58.079999744,ETD
Carmelo Falco,1.3,2.0,2.0,2021-07-24 09:02:02.305955072,ExoClock observation
Martin Crow,-2.5,4.3,4.3,2021-07-19 11:39:48.308201728,ExoClock observation
Martin Crow,3.9,4.3,4.3,2021-04-22 12:14:24.348520448,ExoClock observation
Adrian Jones,0.2,2.7,2.7,2020-08-06 10:53:44.467228416,ExoClock observation
Carmelo Falco,-1.8,1.7,1.7,2020-08-01 13:33:18.469452544,ExoClock observation
Danilo Sedita,2.2,2.7,2.7,2020-06-23 11:09:50.487375872,ExoClock observation
Mauro Caló,0.5,5.8,5.8,2020-06-23 11:08:08.487365888,ExoClock observation
Murgas et al. 2019,1.3,0.3,0.3,2017-09-25 11:10:06.946590464,ExoClock literature
Murgas et al. 2019,0.1,0.3,0.3,2016-08-30 10:34:15.125793792,ExoClock literature
Juanjo gonzalez,-6.48,1.1808,1.1808,2016-07-17 10:44:33.504000256,ETD
Marc bretton,-1.872,0.9216,0.9216,2016-06-03 11:03:05.472000256,ETD
Marc bretton,0.432,1.1376,1.1376,2015-09-18 09:48:10.080000256,ETD
Benni p.,1.44,2.4048,2.4048,2014-09-26 14:23:15.071999744,ETD
Benni p.,-2.448,2.088,2.088,2014-03-24 20:38:43.008000256,ETD
Naves r.,0.72,2.3616,2.3616,2013-09-05 11:05:49.631999744,ETD
Trnka j.,-3.312,1.1952,1.1952,2013-09-05 11:01:48.576000000,ETD
Salisbury m.,-7.92,2.1456,2.1456,2013-09-05 10:57:10.368000000,ETD
Paul benni,-6.768,6.696,6.696,2013-05-30 16:49:38.495999744,ETD
Tsiaras et al. 2018,-0.3,0.1,0.1,2012-10-17 20:46:37.773170432,ExoClock literature
Brát l.,-3.168,2.5488,2.5488,2011-08-29 09:37:48.864000000,ETD
Shadic s.,-2.448,1.5552,1.5552,2011-08-09 20:24:47.520000256,ETD
Brosio a.,0.576,7.0704,7.0704,2011-07-16 09:55:35.040000000,ETD
Zibar m.,-1.008,4.464,4.464,2011-05-28 12:49:38.208000000,ETD
Sada et al. 2012,1.7,1.5,1.5,2011-05-13 20:56:16.012842240,ExoClock literature
Shadic s.,0.72,3.6288,3.6288,2011-05-13 20:56:00.672000000,ETD
Sada et al. 2012,-2.3,0.8,0.8,2010-05-31 20:03:30.171836672,ExoClock literature
Shadick s.,-5.76,3.456,3.456,2009-09-19 16:01:36.192000256,ETD
Deming at el. 2011,0.288,0.2016,0.2016,2009-09-14 18:49:15.743999744,ETD
Deming at el. 2011,-0.144,0.1008,0.1008,2009-09-09 21:30:22.176000256,ETD
Deming at el. 2011,-0.0,0.1008,0.1008,2009-09-05 00:11:58.848000000,ETD
