observer,oc,oceu,ocel,date,source
Yves Jongen,3.6,2.4,2.4,2022-03-01 18:48:22.158710272,ExoClock observation
Yves jongen,0.288,1.728,1.728,2022-03-01 18:45:06.911999744,ETD
Fran Campos,0.3,3.2,3.2,2022-01-22 16:05:56.803201024,ExoClock observation
Giuseppe marino,-4.608,1.9728,1.9728,2021-05-09 08:42:31.104000000,ETD
Maurice audejean,17.712,4.3056,4.3056,2021-04-22 10:34:07.104000000,ETD
John Savage,4.2,4.3,4.3,2021-04-22 10:20:37.680016384,ExoClock observation
Yves jongen,-8.352,1.8432,1.8432,2021-04-05 11:37:20.928000000,ETD
Yves jongen,-0.144,2.592,2.592,2021-03-19 13:14:51.071999744,ETD
Yves Jongen,-1.5,4.3,4.3,2021-03-19 13:13:29.141765632,ExoClock observation
Anaël Wünsche,-1.7,1.4,1.4,2021-03-19 13:13:17.141750272,ExoClock observation
Anaël wünsche,-1.872,1.4544,1.4544,2021-03-19 13:13:03.936000000,ETD
Matthias Mallonn,4.1,1.4,1.4,2020-05-31 08:59:08.749423104,ExoClock observation
F. lomoz,10.368,2.7216,2.7216,2018-04-17 11:09:59.328000000,ETD
Anaël Wünsche,1.7,2.3,2.3,2018-04-17 11:01:15.187213824,ExoClock observation
"Francesco scaggiante, danilo zardin",1.584,2.9232,2.9232,2018-04-17 11:01:11.424000000,ETD
Marc bretton,-0.288,1.512,1.512,2018-04-17 10:59:13.919999744,ETD
von Essen et al. 2019,-0.4,1.3,1.3,2018-04-17 10:59:09.187213056,ExoClock literature
von Essen et al. 2019,4.3,1.1,1.1,2017-06-16 13:50:52.343076352,ExoClock literature
von Essen et al. 2019,2.8,1.0,1.0,2017-05-30 15:18:39.073954304,ExoClock literature
von Essen et al. 2019,2.6,1.3,1.3,2017-05-13 16:47:43.804811264,ExoClock literature
von Essen et al. 2019,-0.8,1.0,1.0,2016-05-14 12:43:49.518748928,ExoClock literature
Tsiaras et al. 2018,-0.6,0.2,0.2,2016-05-01 19:50:59.066878208,ExoClock literature
"Florian signoret, jean-bernard pioppa",2.88,1.656,1.656,2016-04-06 10:08:19.679999744,ETD
Tsiaras et al. 2018,0.0,0.2,0.2,2016-03-12 00:19:25.259541504,ExoClock literature
von Essen et al. 2019,-1.0,0.7,0.7,2015-06-23 11:22:14.588187904,ExoClock literature
von Essen et al. 2019,0.3,0.8,0.8,2015-06-06 12:52:49.319039488,ExoClock literature
von Essen et al. 2019,-1.5,0.6,0.6,2015-05-20 14:20:18.049934592,ExoClock literature
von Essen et al. 2019,0.5,0.9,0.9,2015-04-16 17:20:51.511672064,ExoClock literature
Stevenson et al. 2016,0.0,0.2,0.2,2015-04-16 17:20:21.511673856,ExoClock literature
von Essen et al. 2019,1.9,0.9,0.9,2015-04-12 11:44:34.694377216,ExoClock literature
von Essen et al. 2019,0.8,0.8,0.8,2015-03-30 18:50:26.242567680,ExoClock literature
"Shadic s., aziz u.",-11.952,2.6496,2.6496,2014-04-21 18:45:37.152000000,ETD
"Shadic s., aziz u.",0.0,2.8656,2.8656,2014-04-04 20:26:52.800000000,ETD
Wakeford et al. 2017,0.2,0.1,0.1,2013-04-22 14:57:13.756805888,ExoClock literature
Shadic s.,0.432,2.2032,2.2032,2013-04-09 22:04:27.263999744,ETD
Campbell j.,4.32,2.4192,2.4192,2013-03-23 23:37:33.023999744,ETD
Haro j. l.,-3.168,2.5776,2.5776,2013-02-09 15:13:21.791999744,ETD
Fernand emering,0.72,1.7424,1.7424,2012-03-20 13:55:51.743999744,ETD
"Tercu o., dumitriu a.",-0.72,3.384,3.384,2012-03-20 13:54:19.296000000,ETD
Lomoz f.,-1.44,3.528,3.528,2012-03-20 13:53:36.095999744,ETD
Tan tg,0.288,3.096,3.096,2011-03-01 05:46:26.976000000,ETD
Hartman et al. 2011,-1.1,0.6,0.6,2010-05-25 18:18:10.619511808,ExoClock literature
Hartman et al. 2011,-1.3,0.5,0.5,2010-04-17 15:38:51.263999744,ExoClock literature
"J. d. hartman et al., 2010",-2.448,0.504,0.504,2010-04-17 15:37:45.408000000,ETD
Hartman et al. 2011,-3.6,2.1,2.1,2009-01-28 00:40:07.449625344,ExoClock literature
