observer,oc,oceu,ocel,date,source
Yves Jongen,-8.9,2.7,2.7,2022-04-25 17:07:00.293770752,ExoClock observation
Yves jongen,-9.936,2.0304,2.0304,2022-04-25 17:04:52.608000000,ETD
Yves jongen,-16.56,1.6704,1.6704,2022-04-12 17:51:25.920000000,ETD
Yves jongen,-4.896,1.872,1.872,2022-03-30 18:56:07.871999744,ETD
Yves Jongen,-6.9,2.3,2.3,2022-03-30 18:55:17.719683072,ExoClock observation
jean pascal vignes,3.7,2.7,2.7,2022-03-17 19:59:02.432673280,ExoClock observation
Yves Jongen,-5.2,2.3,2.3,2022-03-17 19:50:08.432673024,ExoClock observation
Yves jongen,-4.608,2.0304,2.0304,2022-03-17 19:49:32.448000256,ETD
Leon Bewersdorff,-6.0,1.7,1.7,2022-03-17 19:49:20.432651520,ExoClock observation
Anaël wünsche,-11.088,2.88,2.88,2021-05-25 19:56:40.127999744,ETD
Yves Jongen,-3.6,2.0,2.0,2020-06-07 16:09:00.080662016,ExoClock observation
Yves jongen,-3.456,2.1024,2.1024,2020-06-07 16:08:00.671999744,ETD
Yves Jongen,-1.6,3.5,3.5,2020-05-12 17:57:17.506574336,ExoClock observation
Yves jongen,-2.016,3.1824,3.1824,2020-05-12 17:55:49.440000000,ETD
Team lsd,-2.016,2.4336,2.4336,2018-07-23 18:57:17.856000256,ETD
Bento et al. (2016),0.0,1.008,1.008,2015-02-18 20:27:49.823999744,ETD
