date,observer,oc,oce,source
2022-03-20,Mark Salisbury,-5.7,0.7,ExoClock observation
2022-03-20,Alessandro Marchini,-3.5,1.7,ExoClock observation
2022-03-20,Claudio Lopresti,-1.8,1.9,ExoClock observation
2022-03-08,St\xc3\xa9phane Montchaud,-6.0,1.3,ExoClock observation
2022-02-25,Mark Salisbury,-4.5,0.6,ExoClock observation
2022-02-25,Michael Irzyk,-3.2,0.7,ExoClock observation
2022-02-24,Alessandro Marchini,-6.2,0.9,ExoClock observation
2022-02-24,Mark Salisbury,-4.8,0.6,ExoClock observation
2022-02-24,Simon Dawes,-4.6,1.3,ExoClock observation
2022-02-17,Josh Jones,-3.1,1.3,ExoClock observation
2022-02-01,Katrin Katzenmeier,-4.9,1.2,ExoClock observation
2022-02-01,Cyrille AUMASSON,-4.2,0.7,ExoClock observation
2022-01-31,Mark Salisbury,-6.2,0.4,ExoClock observation
2022-01-20,Robert Roth,-2.4,0.7,ExoClock observation
2022-01-19,Enrique Arce,-6.7,1.9,ExoClock observation
2022-01-08,Andras Dan,-0.5,1.2,ExoClock observation
2021-12-18,Paolo Arcangelo Matassa,1.0,4.3,ExoClock observation
2021-12-18,Dominique DANIEL,-1.1,3.0,ExoClock observation
2021-12-18,Alessandro Marchini,-3.6,1.2,ExoClock observation
2021-12-17,Yves Jongen,-8.2,0.7,ExoClock observation
2021-12-15,Fabio Salvaggio,-0.2,1.6,ExoClock observation
2021-12-15,Paolo Arcangelo Matassa,-6.5,2.4,ExoClock observation
2021-12-03,Paolo Arcangelo Matassa,-4.2,1.7,ExoClock observation
2021-11-19,Taewoo Kim,-5.6,0.6,ExoClock observation
2021-11-11,Manfred Raetz,-3.6,0.7,ExoClock observation
2021-10-17,Giuseppe Conzo,-1.0,1.7,ExoClock observation
2021-03-27,Jean-Bernard PIOPPA,-3.3,4.3,ExoClock observation
2021-03-23,Taewoo Kim,-4.4,0.6,ExoClock observation
2021-02-19,Stephane Ferratfiat,-0.7,1.3,ExoClock observation
2021-02-19,Ferran Grau Horta,-2.2,0.6,ExoClock observation
2021-02-04,Taewoo Kim,-3.1,0.4,ExoClock observation
2020-12-20,Taewoo Kim,-3.3,0.6,ExoClock observation
2020-12-14,Yves Jongen,-1.1,1.9,ExoClock observation
2020-12-13,Yves Jongen,-4.2,0.7,ExoClock observation
2020-12-10,Ana\xc3\xabl W\xc3\xbcnsche,-0.4,0.9,ExoClock observation
2020-12-10,Thomas MOLLIER,-2.6,1.7,ExoClock observation
2020-12-08,Taewoo Kim,-2.9,0.4,ExoClock observation
2020-12-06,Taewoo Kim,-2.2,0.4,ExoClock observation
2020-11-03,Taewoo Kim,-1.2,0.6,ExoClock observation
2020-11-02,Taewoo Kim,-1.6,0.4,ExoClock observation
2020-10-26,Adrian Jones,-2.2,1.0,ExoClock observation
2020-08-27,Yves Jongen,-0.4,1.9,ExoClock observation
2020-02-23,Taewoo Kim,-2.6,0.4,ExoClock observation
2020-02-13,Vikrant Kumar Agnihotri,-3.0,0.7,ExoClock observation
2020-02-03,Ana\xc3\xabl W\xc3\xbcnsche,-6.0,1.0,ExoClock observation
2020-01-31,Taewoo Kim,-2.5,0.4,ExoClock observation
2020-01-22,Claudio Lopresti,-2.0,1.3,ExoClock observation
2020-01-11,Ferran Grau Horta,0.6,1.0,ExoClock observation
2019-02-22,Ana\xc3\xabl W\xc3\xbcnsche,-0.8,1.0,ExoClock observation
2019-02-21,Ana\xc3\xabl W\xc3\xbcnsche,-3.8,1.2,ExoClock observation
2019-01-23,Yee et al. 2020,-1.8,0.6,ExoClock literature
2019-01-17,Ana\xc3\xabl W\xc3\xbcnsche,0.4,0.4,ExoClock observation
2019-01-17,Ana\xc3\xabl W\xc3\xbcnsche,-2.6,1.3,ExoClock observation
2019-01-11,Yee et al. 2020,-0.7,0.4,ExoClock literature
2019-01-06,Yves Jongen,-0.2,1.2,ExoClock observation
2018-12-27,Yves Jongen,0.3,0.9,ExoClock observation
2018-12-25,Yves Jongen,0.3,0.9,ExoClock observation
2018-12-19,Yee et al. 2020,-1.2,0.4,ExoClock literature
2018-12-15,Yves Jongen,-0.7,0.7,ExoClock observation
2018-10-20,Yee et al. 2020,-0.6,0.6,ExoClock literature
2018-04-05,Yves Jongen,-2.1,2.4,ExoClock observation
2018-03-24,Alessandro Marchini,0.1,1.4,ExoClock observation
2018-02-28,Maciejewski et al. 2018,-0.7,0.5,ExoClock literature
2018-02-16,Maciejewski et al. 2018,-0.2,0.5,ExoClock literature
2018-02-10,Yee et al. 2020,0.5,1.3,ExoClock literature
2018-02-06,Maciejewski et al. 2018,-0.6,0.5,ExoClock literature
2018-02-05,Maciejewski et al. 2018,-0.2,0.4,ExoClock literature
2018-02-05,\xc3\x96zt\xc3\xbcrk et al. 2019,-1.9,0.7,ExoClock literature
2018-01-18,Yee et al. 2020,0.1,0.5,ExoClock literature
2018-01-16,Yee et al. 2020,-0.0,0.5,ExoClock literature
2018-01-13,Maciejewski et al. 2018,-1.0,0.4,ExoClock literature
2018-01-06,Yee et al. 2020,-0.2,0.5,ExoClock literature
2018-01-05,Yee et al. 2020,-0.6,0.4,ExoClock literature
2017-11-20,Yee et al. 2020,0.3,0.4,ExoClock literature
2017-11-17,Maciejewski et al. 2018,-0.2,0.5,ExoClock literature
2017-11-17,Alessandro Marchini,0.7,1.4,ExoClock observation
2017-11-16,Maciejewski et al. 2018,-0.2,0.3,ExoClock literature
2017-11-14,\xc3\x96zt\xc3\xbcrk et al. 2019,-2.6,0.4,ExoClock literature
2017-11-02,\xc3\x96zt\xc3\xbcrk et al. 2019,0.8,0.4,ExoClock literature
2017-10-24,Maciejewski et al. 2018,-0.3,0.3,ExoClock literature
2017-09-30,Maciejewski et al. 2018,-0.7,0.8,ExoClock literature
2017-03-19,Ana\xc3\xabl W\xc3\xbcnsche,-0.7,0.9,ExoClock observation
2017-03-19,\xc3\x96zt\xc3\xbcrk et al. 2019,-4.9,0.9,ExoClock literature
2017-02-26,Maciejewski et al. 2018,0.3,0.3,ExoClock literature
2017-02-24,Ana\xc3\xabl W\xc3\xbcnsche,3.9,1.3,ExoClock observation
2017-02-24,Maciejewski et al. 2018,0.3,0.3,ExoClock literature
2017-02-23,\xc3\x96zt\xc3\xbcrk et al. 2019,-0.1,0.6,ExoClock literature
2017-02-16,Patra et al. 2017,-0.8,0.5,ExoClock literature
2017-02-04,Patra et al. 2017,-0.1,0.7,ExoClock literature
2017-02-02,Maciejewski et al. 2018,0.4,0.4,ExoClock literature
2017-01-23,Patra et al. 2017,-0.5,0.4,ExoClock literature
2017-01-19,Maciejewski et al. 2018,0.5,0.3,ExoClock literature
2017-01-18,Maciejewski et al. 2018,1.0,0.3,ExoClock literature
2017-01-13,Patra et al. 2017,0.1,0.6,ExoClock literature
2017-01-12,Patra et al. 2017,0.4,0.4,ExoClock literature
2017-01-06,Ana\xc3\xabl W\xc3\xbcnsche,0.5,0.9,ExoClock observation
2016-12-05,Maciejewski et al. 2018,0.4,0.3,ExoClock literature
2016-12-03,Maciejewski et al. 2018,0.3,0.4,ExoClock literature
2016-11-14,Patra et al. 2017,-0.4,0.5,ExoClock literature
2016-11-11,Maciejewski et al. 2018,-0.1,0.5,ExoClock literature
2016-10-30,Maciejewski et al. 2018,0.8,0.4,ExoClock literature
