date,observer,oc,oceu,ocel,source
2022-03-21 09:34:58.656000000,Veli-pekka hentunen,9.072,2.1024,2.1024,ETD
2021-12-04 05:10:16.608000256,Veli-pekka hentunen,6.048,2.5056,2.5056,ETD
2021-09-22 08:02:02.400000256,Manfred raetz,10.08,1.2384,1.2384,ETD
2021-08-25 11:09:54.144000256,Yves jongen,6.768,1.6848,1.6848,ETD
2021-06-11 10:38:33.216000256,Ivo peretto,14.688,2.3904,2.3904,ETD
2021-03-30 13:21:31.968000256,Yves jongen,9.936,2.2752,2.2752,ETD
2021-03-19 20:04:39.648000000,Paul benni,7.2,3.1536,3.1536,ETD
2020-07-03 11:05:54.816000256,Yves jongen,15.264,2.3904,2.3904,ETD
2020-05-21 13:36:20.159999744,Jean plazas,-17.712,7.632,7.632,ETD
2020-04-06 13:30:57.023999744,Jean plazas,0.432,,,ETD
2020-03-22 13:31:21.215999744,Martin tylšar,8.64,3.9168,3.9168,ETD
2019-11-06 08:48:40.896000256,Anael wunsche,3.312,1.3536,1.3536,ETD
2019-11-04 05:24:27.647999744,Yasemin aladağ,5.904,2.4336,2.4336,ETD
2019-11-04 05:17:27.743999744,Veli-pekka hentunen,-1.008,1.3536,1.3536,ETD
2019-10-22 08:38:55.968000256,Manfred raetz,1.44,1.6416,1.6416,ETD
2019-08-25 11:40:11.135999744,Manfred raetz,7.2,1.8144,1.8144,ETD
2019-08-10 11:29:26.591999744,Marc bretton,4.176,1.1088,1.1088,ETD
2019-08-10 11:24:43.200000000,Janos,-0.432,,,ETD
2019-08-10 11:22:12.864000000,Alberto tomatis,-3.024,7.6608,7.6608,ETD
2019-08-10 10:29:41.856000256,Alberto tomatis,-55.44,58.9104,58.9104,ETD
2019-06-26 11:08:48.480000000,Yves jongen,7.056,2.0304,2.0304,ETD
2019-06-26 11:06:37.152000256,"F. salvaggio, g. marino, r. papini, m. banfi",4.896,3.024,3.024,ETD
2019-05-29 14:19:07.967999744,Pere guerra,6.192,19.6848,19.6848,ETD
2019-03-30 14:16:09.120000256,"Francesco scaggiante, danilo zardin",34.56,1.7712,1.7712,ETD
2018-09-29 08:56:04.992000256,Janos,15.264,2.016,2.016,ETD
2018-09-01 11:59:09.888000000,Marc bretton,7.2,1.2384,1.2384,ETD
2018-08-17 11:43:16.896000000,Yves jongen,-0.864,2.6208,2.6208,ETD
2018-08-02 11:46:07.968000000,Yves jongen,9.936,1.9872,1.9872,ETD
2018-07-20 14:51:02.591999744,David molina,-4.176,3.384,3.384,ETD
2018-07-03 11:22:33.600000256,David molina ,2.016,1.9296,1.9296,ETD
2018-06-18 11:16:48.863999744,Yves jongen,4.032,1.728,1.728,ETD
2018-05-19 11:04:19.776000256,Yves jongen,7.2,3.1536,3.1536,ETD
2017-09-21 09:00:31.968000256,Esseiva nicolas,8.64,1.6272,1.6272,ETD
2017-09-21 08:57:38.303999744,Marc bretton,5.76,2.5344,2.5344,ETD
2017-09-12 19:15:08.352000000,Jgarlitz,10.656,4.248,4.248,ETD
2017-07-25 11:50:34.080000256,David molina,3.168,2.1024,2.1024,ETD
2017-06-25 11:47:43.871999744,Nicollerat raphael,16.128,1.7856,1.7856,ETD
2017-06-25 11:40:41.376000000,Esseiva nicolas,9.072,1.2384,1.2384,ETD
2017-06-10 11:28:35.616000256,Marc bretton,4.752,2.7792,2.7792,ETD
2017-05-26 13:17:37.824000256,Ipsavega,121.68,1.9008,1.9008,ETD
2017-05-26 11:28:27.840000000,Jean-luc martin,12.384,3.5712,3.5712,ETD
2017-05-26 11:24:33.696000000,Matthieu bachschmidt,8.496,3.6,3.6,ETD
2017-05-26 11:21:40.032000256,Thomas schaefer,5.616,3.3984,3.3984,ETD
2017-05-26 11:12:50.400000256,Fernand emering,-3.168,44.7408,44.7408,ETD
2017-05-26 11:08:05.279999744,F. lomoz,-7.92,4.1904,4.1904,ETD
2016-09-28 09:16:57.792000000,David molina,6.192,2.3184,2.3184,ETD
2016-08-16 12:19:03.936000000,Manfred raetz,5.04,2.376,2.376,ETD
2016-08-01 12:06:53.856000000,David molina,0.72,2.7072,2.7072,ETD
2016-07-17 12:00:16.416000000,Marc bretton,1.872,1.8432,1.8432,ETD
2016-07-17 11:59:55.679999744,Marc bretton,1.584,0.6912,0.6912,ETD
2016-07-17 11:58:57.792000256,David molina,0.576,1.5696,1.5696,ETD
2016-07-02 11:53:10.464000256,David molina,2.592,1.7856,1.7856,ETD
2016-07-02 11:52:55.775999744,Enrique díez alonso,2.304,4.5936,4.5936,ETD
2016-06-17 11:45:00.575999744,"Francesco scaggiante, danilo zardin",2.304,2.2032,2.2032,ETD
2016-05-05 14:25:15.168000256,Matthieu bachschmidt,-20.88,14.3136,14.3136,ETD
2015-09-21 09:42:13.248000000,Josep gaitan,20.448,2.88,2.88,ETD
2015-09-21 09:28:40.224000256,Marc bretton,6.912,1.4976,1.4976,ETD
2015-09-21 09:27:58.752000000,Marc bretton,6.192,1.0512,1.0512,ETD
2015-08-13 19:22:35.040000256,Paul benni,3.744,3.168,3.168,ETD
2015-07-25 12:24:16.704000256,Marc bretton,7.056,2.7216,2.7216,ETD
2015-07-23 08:57:07.200000000,Yenal ogmen,6.624,1.512,1.512,ETD
2015-06-25 12:05:49.920000256,Marc bretton,4.176,1.0656,1.0656,ETD
2015-05-30 18:42:08.928000000,Stan shadick,2.448,1.9728,1.9728,ETD
2015-05-26 11:50:32.352000256,Ramon naves,4.608,3.528,3.528,ETD
2015-05-11 11:44:29.472000000,Luis tremosa,6.336,2.4624,2.4624,ETD
2015-05-11 11:43:57.503999744,Marc bretton,5.76,1.7136,1.7136,ETD
2015-05-11 11:38:24.863999744,"Francesco scaggiante, danilo zardin",0.288,2.736,2.736,ETD
2014-11-25 06:48:02.304000000,"Raetz, manfred",2.88,2.8656,2.8656,ETD
2014-09-28 09:42:24.480000256,"Scaggiante f., zardin d.",1.728,4.2048,4.2048,ETD
2014-09-13 09:27:03.456000256,Bretton m.,-5.76,2.3616,2.3616,ETD
2014-08-29 09:29:09.600000000,"Scaggiante f., zardin d.",4.176,3.096,3.096,ETD
