date,observer,oc,oceu,ocel,source
2021-12-31 11:18:55.007999744,Yves jongen,0.288,1.1664,1.1664,ETD
2021-10-26 09:19:56.640000256,Anaël wünsche,5.472,0.7056,0.7056,ETD
2021-10-26 09:16:01.632000000,Anaël wünsche,1.584,1.4256,1.4256,ETD
2021-09-20 14:15:24.192000000,Yves jongen,8.352,1.8576,1.8576,ETD
2021-09-17 20:05:19.392000256,Yves jongen,3.456,2.0448,2.0448,ETD
2021-02-23 07:26:43.872000256,Andreas beck,-6.912,4.3488,4.3488,ETD
2020-11-13 10:33:47.232000256,Snaevarr gudmundsson,11.664,1.5408,1.5408,ETD
2019-02-16 08:36:23.904000256,Manfred raetz,10.224,2.52,2.52,ETD
2019-02-05 08:11:34.368000256,Yves jongen,6.192,1.2672,1.2672,ETD
2019-01-03 07:11:19.391999744,Yves jongen,8.064,1.8576,1.8576,ETD
2019-01-03 07:06:07.487999744,"Francesco scaggiante, danilo zardin",2.88,3.4416,3.4416,ETD
2018-11-17 11:36:07.487999744,F. lomoz,0.864,3.9168,3.9168,ETD
2018-11-06 11:21:11.520000000,F. lomoz,6.624,3.3264,3.3264,ETD
2018-11-06 11:18:36.863999744,Pere guerra,4.032,1.1232,1.1232,ETD
2018-11-06 11:15:00.864000256,Ferran grau horta,0.432,1.8288,1.8288,ETD
2018-11-06 11:00:26.495999744,F. lomoz,-14.112,2.4624,2.4624,ETD
2018-10-15 10:37:33.600000256,Adam nowak,4.464,7.6032,7.6032,ETD
2018-09-20 16:03:50.111999744,Pere guerra,17.28,50.832,50.832,ETD
2018-09-12 09:36:06.912000000,Tomasz popajewski,5.04,3.2544,3.2544,ETD
2018-09-01 13:30:46.656000000,Gerald rousseau,260.496,0.936,0.936,ETD
2018-01-21 08:16:46.272000256,David molina,5.76,2.4912,2.4912,ETD
2018-01-21 08:11:44.736000000,Fran campos,0.72,1.2528,1.2528,ETD
2017-11-02 11:41:41.855999744,Marc bretton,0.864,1.512,1.512,ETD
2016-12-26 07:53:04.992000000,Marc bretton,-2.736,1.7424,1.7424,ETD
2016-12-04 07:16:44.256000256,Marc bretton,2.304,0.7344,0.7344,ETD
2016-12-01 13:15:04.031999744,Ramon naves,5.904,1.8864,1.8864,ETD
2016-01-25 09:25:52.608000000,Marc bretton,1.728,1.3392,1.3392,ETD
2016-01-25 09:25:36.192000256,Marc bretton,1.44,7.5024,7.5024,ETD
2016-01-11 14:57:09.792000256,Paul benni,-1.152,1.6992,1.6992,ETD
2015-11-09 07:01:40.511999744,Marc bretton,2.448,2.6064,2.6064,ETD
2015-10-26 12:11:17.375999744,"Dittler, ullrich",-22.032,4.1616,4.1616,ETD
2015-10-15 12:14:02.399999744,"P. farissier, s. combe, l. bret-morel, c. gillier, r. montaigut",1.44,1.584,1.584,ETD
2011-10-17 02:28:41.664000256,Hartman et al. 2015,0.0,0.5904,0.5904,ETD
