observer,oc,oceu,ocel,date,source
Veli-pekka hentunen,-6.048,1.224,1.224,2022-04-20 10:48:57.024000256,ETD
Alessandro Marchini,-0.1,3.0,3.0,2022-03-23 13:40:04.545584384,ExoClock observation
Alessandro marchini,-3.168,2.5776,2.5776,2022-03-23 13:37:45.695999744,ETD
Paolo Arcangelo Matassa,1.6,1.7,1.7,2022-03-09 15:04:45.993620736,ExoClock observation
Manfred raetz,-3.168,2.0448,2.0448,2021-11-15 07:09:15.840000000,ETD
Trevor Gainey,4.3,2.6,2.6,2021-11-01 08:38:58.915228928,ExoClock observation
Trevor Gainey,1.6,2.3,2.3,2021-11-01 08:36:16.915222528,ExoClock observation
Yves Jongen,0.9,0.9,0.9,2021-08-26 10:25:56.265614848,ExoClock observation
Pedro martorell,1.872,1.4832,1.4832,2021-08-12 11:50:34.943999744,ETD
ERIC MINY,0.3,1.6,1.6,2021-07-29 13:11:19.161581312,ExoClock observation
Blois sologne astronomie,-5.904,1.4256,1.4256,2021-07-29 13:05:51.071999744,ETD
Adam Popowicz,1.8,2.0,2.0,2021-07-04 10:54:12.168023552,ExoClock observation
Carmelo Falco,-1.0,1.0,1.0,2021-04-28 12:41:45.518415616,ExoClock observation
Jean plazas,0.432,,,2020-09-17 10:51:42.048000000,ETD
Tommaso dittadi,-6.048,4.9536,4.9536,2020-08-09 09:49:28.703999744,ETD
Stephen M. Brincat,-2.2,1.6,1.6,2020-07-26 11:15:46.588803840,ExoClock observation
Yves jongen,-15.264,1.8432,1.8432,2020-07-26 11:03:18.432000000,ETD
Francois Regembal,-0.3,1.2,1.2,2020-06-03 11:45:02.491208960,ExoClock observation
Francois regembal,-1.872,1.9296,1.9296,2020-06-03 11:44:04.416000256,ETD
Adrian Jones,2.4,1.2,1.2,2020-05-20 13:10:43.939201536,ExoClock observation
Martin Crow,1.3,1.4,1.4,2020-04-25 10:51:00.945645056,ExoClock observation
Jean plazas,-0.576,,,2020-04-11 12:12:39.456000000,ETD
Danilo Sedita,-2.6,1.2,1.2,2020-04-11 12:10:06.393612800,ExoClock observation
Manfred raetz,-1.584,0.9936,0.9936,2019-09-15 08:56:32.640000256,ETD
Yves jongen,-2.448,1.6848,1.6848,2019-09-15 08:55:40.800000256,ETD
Marc bretton,-2.736,0.4752,0.4752,2019-07-10 10:45:36.576000256,ETD
Bruno christmann,-0.288,1.9872,1.9872,2019-06-26 12:11:05.280000256,ETD
Jean plazas,-0.0,,,2019-06-01 09:52:45.695999744,ETD
Adam nowak,3.168,3.4704,3.4704,2018-10-21 08:03:48.672000256,ETD
Tomasz popajewski,-6.336,1.9728,1.9728,2018-08-29 08:21:38.304000256,ETD
"M. mašek, m. tylšar",0.288,1.5408,1.5408,2018-08-15 09:51:10.655999744,ETD
Yves jongen,-2.016,1.1376,1.1376,2018-08-15 09:48:49.823999744,ETD
Yves jongen,-0.864,1.0224,1.0224,2018-08-01 11:12:59.040000000,ETD
Anaël Wünsche,-1.0,0.9,0.9,2018-08-01 11:12:29.884821504,ExoClock observation
Anael wunsche,-2.88,0.7344,0.7344,2018-08-01 11:10:57.216000256,ETD
Mario Morales Aimar,-3.9,3.5,3.5,2018-07-18 12:32:35.332785920,ExoClock observation
Mario morales,-5.04,3.456,3.456,2018-07-18 12:31:53.759999744,ETD
David molina,0.0,1.44,1.44,2017-07-15 10:43:45.984000000,ETD
Anaël Wünsche,4.0,1.0,1.0,2016-08-06 11:13:01.180809472,ExoClock observation
Marc bretton,1.44,1.1232,1.1232,2016-08-06 11:10:37.343999744,ETD
Mark salisbury,-1.008,1.008,1.008,2016-08-06 11:08:12.192000256,ETD
Ramon naves,-1.152,1.728,1.728,2016-08-06 11:08:00.960000256,ETD
Josep lluis  salto,-1.584,1.296,1.296,2016-08-06 11:07:38.496000256,ETD
Anaël Wünsche,3.7,1.4,1.4,2016-07-23 12:35:42.628812800,ExoClock observation
Marc bretton,2.016,1.3392,1.3392,2016-07-23 12:34:10.272000000,ETD
"Francesco scaggiante, danilo zardin",0.0,1.5984,1.5984,2016-05-06 10:40:58.367999744,ETD
Trnka j.,-1.872,1.5552,1.5552,2016-05-06 10:39:07.776000000,ETD
Michael irzyk,-0.288,1.0656,1.0656,2015-09-26 08:48:27.072000000,ETD
Mark salisbury,1.872,1.8432,1.8432,2015-09-12 10:13:38.496000256,ETD
"F. martinelli, m. monaci",6.624,4.2048,4.2048,2015-08-29 11:41:23.712000000,ETD
Turner et al. 2017,-2.3,1.1,1.1,2015-06-06 19:50:14.289571328,ExoClock literature
"Francesco scaggiante, danilo zardin",4.32,2.2176,2.2176,2015-05-29 11:10:41.664000000,ETD
Mark salisbury,-1.296,0.6768,0.6768,2015-05-29 11:05:07.296000000,ETD
Fran campos,-3.6,1.656,1.656,2015-05-15 12:25:46.560000000,ETD
Martin zíbar,-0.864,1.512,1.512,2015-03-09 14:18:57.600000000,ETD
Dorian m.,-7.632,2.5776,2.5776,2014-10-01 15:34:15.456000000,ETD
Salisbury m.,-1.872,1.0512,1.0512,2014-08-12 11:02:44.736000000,ETD
Zibar m.,3.744,1.44,1.44,2014-07-29 12:31:15.744000000,ETD
Haro j. l.,2.16,1.296,1.296,2014-06-20 11:34:02.208000000,ETD
Horta f. g.,-3.024,2.1312,2.1312,2014-06-20 11:28:58.080000256,ETD
Bachschmidt m.,-2.448,2.808,2.808,2014-04-28 11:56:49.056000000,ETD
Dittler u.,-23.472,2.4192,2.4192,2014-03-17 15:44:48.768000000,ETD
Bachschmidt m.,4.608,1.728,1.728,2013-07-12 12:02:05.280000256,ETD
"Mravik j., grnja j.",6.768,2.088,2.088,2013-06-17 09:45:32.831999744,ETD
Shadic s.,-3.6,0.7632,0.7632,2013-06-11 19:44:18.816000256,ETD
Carreño a.,10.944,1.4832,1.4832,2013-06-03 11:12:42.624000000,ETD
Shadic s.,1.44,2.0016,2.0016,2012-10-06 15:38:32.064000000,ETD
Skillman d.,4.896,1.1664,1.1664,2012-08-28 14:46:26.111999744,ETD
Emering f.,-3.456,2.2464,2.2464,2012-08-17 10:56:23.712000000,ETD
Gaitan j.,4.896,1.6272,1.6272,2012-07-09 10:09:13.247999744,ETD
Ayiomamitis a.,2.88,1.296,1.296,2012-07-09 10:07:07.968000000,ETD
Curry s.,-1.872,2.0592,2.0592,2012-07-03 20:11:36.959999744,ETD
Naves r.,7.776,1.0512,1.0512,2012-06-25 11:35:00.959999744,ETD
Lopesino j.,5.904,1.4544,1.4544,2012-06-25 11:33:12.959999744,ETD
Brosio a.,2.736,4.0032,4.0032,2012-05-17 10:34:18.336000000,ETD
Lomoz f.,1.872,3.5856,3.5856,2012-05-17 10:33:30.815999744,ETD
Trnka j.,1.872,1.9152,1.9152,2012-05-17 10:33:29.087999744,ETD
Lee y.,-1.584,1.3968,1.3968,2011-10-04 13:42:26.496000000,ETD
František lomoz,0.864,2.9088,2.9088,2011-08-26 12:49:14.880000256,ETD
Lomoz f.,-10.8,3.312,3.312,2011-08-26 12:37:34.176000000,ETD
