observer,oc,oceu,ocel,date,source
Yves Jongen,-3.2,1.4,1.4,2022-03-25 12:53:44.359658240,ExoClock observation
Yves jongen,-5.616,1.152,1.152,2022-03-25 12:51:17.568000256,ETD
Walter f.,-7.488,3.1104,3.1104,2022-03-02 10:46:36.192000256,ETD
Filip Walter,-7.8,3.2,3.2,2022-03-02 10:46:16.106876160,ExoClock observation
F. lomoz,3.888,2.808,2.808,2021-03-30 09:52:01.632000000,ETD
Anaël Wünsche,2.0,2.4,2.4,2021-03-30 09:50:09.215985152,ExoClock observation
Didier Laloum,-6.4,4.3,4.3,2021-03-30 09:41:45.215983104,ExoClock observation
Anaël wünsche,-14.832,1.8576,1.8576,2021-03-30 09:33:15.840000000,ETD
Adam Popowicz,-0.5,2.7,2.7,2021-02-21 11:19:03.611513088,ExoClock observation
Nico Montigiani,-5.4,1.6,1.6,2021-02-21 11:14:09.611498496,ExoClock observation
"Nico montigiani, massimiliano mannucci",-13.248,2.1744,2.1744,2021-02-21 11:06:14.688000000,ETD
Lorenzo Betti,-9.9,0.7,0.7,2021-01-15 12:41:04.007033344,ExoClock observation
Martin Smith,-7.5,3.0,3.0,2021-01-01 16:17:44.655326208,ExoClock observation
Yves jongen,1.728,1.2528,1.2528,2020-05-06 14:21:07.199999744,ETD
Yves Jongen,0.9,1.2,1.2,2020-05-06 14:20:17.226201344,ExoClock observation
Danilo Sedita,5.8,2.7,2.7,2020-04-27 08:48:02.325115904,ExoClock observation
Yves jongen,-5.328,1.8288,1.8288,2020-01-07 13:11:04.703999744,ETD
Yves Jongen,-6.9,1.9,1.9,2020-01-07 13:09:33.511661568,ExoClock observation
Pere guerra,-13.968,3.3696,3.3696,2019-03-13 10:25:07.104000256,ETD
Vrašťák M,-4.0,1.9,1.9,2017-04-01 09:54:42.839043328,ExoClock ETD
Vrašťák m,-5.04,1.944,1.944,2017-04-01 09:53:36.672000256,ETD
Martin Zíbar,0.2,1.7,1.7,2015-04-21 09:18:29.452803328,ExoClock ETD
Martin zíbar,-0.864,1.6704,1.6704,2015-04-21 09:17:25.440000000,ETD
David molina,-66.24,5.184,5.184,2015-03-01 13:17:46.464000000,ETD
Carreño a.,-2.736,3.528,3.528,2014-05-05 11:43:58.368000000,ETD
Caat,14.256,2.5344,2.5344,2014-04-12 09:58:06.240000256,ETD
Lomoz F.,4.6,1.7,1.7,2014-03-29 13:22:39.605728000,ExoClock ETD
Zibar M.,3.6,1.5,1.5,2014-03-29 13:21:39.605731584,ExoClock ETD
Lomoz f.,3.456,1.7136,1.7136,2014-03-29 13:21:31.968000256,ETD
Zibar m.,2.592,1.512,1.512,2014-03-29 13:20:36.671999744,ETD
Trnka j.,-7.056,5.0112,5.0112,2014-03-29 13:11:02.112000256,ETD
Matthieu bachschmidt,-189.36,148.3632,148.3632,2014-03-29 10:08:43.871999744,ETD
Zibar m.,3.168,6.8112,6.8112,2014-03-06 11:18:21.312000256,ETD
Gonzalez j.,-6.912,2.2464,2.2464,2014-03-06 11:08:19.104000000,ETD
Zibar m.,-14.832,2.9376,2.9376,2014-03-06 11:00:23.904000256,ETD
Faedi et al. 2013,-0.0,0.1,0.1,2011-06-17 19:11:44.482546432,ExoClock literature
