,date,observer,oc,oce,source
0,2022-02-23,Marc SERRAU,24.4,1.7,ExoClock observation
1,2020-11-05,Manfred Raetz,12.9,1.2,ExoClock observation
2,2019-12-28,Manfred Raetz,24.3,0.9,ExoClock observation
3,2019-10-30,Manfred Raetz,22.1,1.0,ExoClock observation
4,2016-12-03,Manfred Raetz,10.9,0.9,ExoClock observation
5,2016-09-12,Manfred Raetz,16.5,0.9,ExoClock observation
6,2015-11-01,Manfred Raetz,10.4,1.0,ExoClock observation
