observer,oc,oceu,ocel,date,source
Michael irzyk,-1.728,2.088,2.088,2021-09-30 08:45:44.640000256,ETD
Michael Irzyk,-4.3,2.2,2.2,2021-09-30 08:43:09.023991040,ExoClock observation
Yves Jongen,3.5,1.9,1.9,2021-07-21 11:37:23.913571584,ExoClock observation
Carmelo Falco,3.1,1.3,1.3,2021-07-21 11:36:59.913581056,ExoClock observation
Carmelo Falco,2.5,1.9,1.9,2021-07-21 11:36:23.913575168,ExoClock observation
Alvaro fornas silva,1.872,2.016,2.016,2021-07-21 11:35:46.752000256,ETD
Yves jongen,0.576,2.016,2.016,2021-07-21 11:34:22.944000256,ETD
Alvaro Fornas Silva,-1.1,1.9,1.9,2021-07-21 11:32:47.913580032,ExoClock observation
Martin Smith,-2.7,4.3,4.3,2021-07-21 11:31:11.913577728,ExoClock observation
Carmelo Falco,2.7,3.3,3.3,2021-05-22 12:06:40.204789760,ExoClock observation
Alessandro Nastasi,0.1,2.7,2.7,2021-05-22 12:04:04.204790784,ExoClock observation
Carmelo Falco,-2.5,2.6,2.6,2021-05-22 12:01:28.204792064,ExoClock observation
Luis tremosa,1.584,1.6992,1.6992,2020-08-06 12:19:28.991999744,ETD
Francois regembal,-34.56,4.0752,4.0752,2020-08-06 11:43:21.216000000,ETD
Stephen m. brincat,-2.736,2.3904,2.3904,2019-09-14 08:26:27.744000256,ETD
F. lomoz,2.016,5.3136,5.3136,2019-09-03 10:47:36.672000000,ETD
Manfred Raetz,1.5,0.9,0.9,2019-09-03 10:47:07.612812800,ExoClock observation
Manfred raetz,0.576,1.2816,1.2816,2019-09-03 10:46:08.543999744,ETD
F. lomoz,-4.176,4.4208,4.4208,2019-09-03 10:41:26.880000000,ETD
Stephen m. brincat,6.48,31.7376,31.7376,2019-08-23 13:08:27.456000000,ETD
Pere guerra,-4.896,2.0592,2.0592,2019-08-23 12:57:05.760000000,ETD
Fran campos,-1.296,1.9008,1.9008,2017-08-17 10:26:04.992000256,ETD
"Francesco scaggiante, danilo zardin",-2.88,1.872,1.872,2017-06-18 10:54:31.392000256,ETD
David molina,-2.16,2.16,2.16,2016-06-23 13:55:43.968000256,ETD
Gonzalez j.,-3.024,2.0448,2.0448,2013-07-04 12:04:23.520000000,ETD
Shadic s.,-2.592,2.2896,2.2896,2012-08-16 19:07:54.624000256,ETD
"G. a. bakos et al., 2012",-0.864,0.792,0.792,2010-08-22 14:18:39.456000000,ETD
