date,observer,oc,oce,source
2021-12-13,Ana\xc3\xabl W\xc3\xbcnsche,-4.8,0.9,ExoClock observation
2021-10-25,David Wright,-3.3,4.3,ExoClock observation
2021-10-23,Manfred Raetz,-7.5,1.6,ExoClock observation
2021-08-31,Dim Stouraitis,-2.6,2.7,ExoClock observation
2020-11-06,Yves Jongen,-2.4,2.6,ExoClock observation
2020-11-04,Manfred Raetz,1.7,1.0,ExoClock observation
2020-11-04,Stephen Futcher,-0.2,1.4,ExoClock observation
2020-09-05,Yves Jongen,-4.4,1.7,ExoClock observation
2020-09-03,Francois Regembal,-0.8,3.2,ExoClock observation
2020-09-03,Marc Deldem,-3.7,1.9,ExoClock observation
2019-12-26,Yves Jongen,-2.8,3.0,ExoClock observation
2019-12-25,Yves Jongen,1.7,1.6,ExoClock observation
2018-09-16,Yves Jongen,-3.7,2.4,ExoClock observation
2015-12-12,Ana\xc3\xabl W\xc3\xbcnsche,1.7,0.9,ExoClock observation
2015-08-24,Ana\xc3\xabl W\xc3\xbcnsche,1.4,1.4,ExoClock observation
2015-08-21,Ana\xc3\xabl W\xc3\xbcnsche,0.5,1.2,ExoClock observation
2011-09-24,Hartman et al. 2015,-0.5,0.6,ExoClock literature
