,date,observer,oc,oce,source
0,2022-01-22,Alberto Tomatis,-1.7,2.9,ExoClock observation
1,2022-01-14,Adrian Jones,-2.0,2.3,ExoClock observation
2,2021-12-14,Fabio Mortari,3.3,4.3,ExoClock observation
3,2021-11-23,Adrian Jones,-1.8,2.3,ExoClock observation
