observer,oc,oceu,ocel,date,source
Manfred Raetz,-4.1,2.4,2.4,2021-11-09 08:22:23.644787456,ExoClock observation
Manfred raetz,-15.984,1.8432,1.8432,2021-11-09 08:10:30.432000000,ETD
Manfred Raetz,-2.4,1.6,1.6,2021-09-02 10:06:47.779227136,ExoClock observation
Manfred raetz,-4.176,1.2816,1.2816,2021-09-02 10:05:05.280000000,ETD
Yves Jongen,0.2,1.6,1.6,2021-08-20 11:37:31.804818176,ExoClock observation
Yves jongen,-1.728,1.8432,1.8432,2021-08-20 11:35:39.839999744,ETD
Francois Regembal,1.3,4.3,4.3,2020-07-31 13:20:36.566403584,ExoClock observation
Yves Jongen,2.5,2.3,2.3,2020-07-02 10:40:06.623987968,ExoClock observation
Yves jongen,-9.072,2.0736,2.0736,2020-07-02 10:28:32.736000000,ETD
Francois Regembal,-1.7,2.7,2.7,2020-06-19 12:04:02.649579008,ExoClock observation
Francois regembal,-4.32,2.736,2.736,2020-06-19 12:01:24.671999744,ETD
Jean plazas,41.76,,,2020-05-08 11:33:59.615999744,ETD
Pere guerra,3.312,1.656,1.656,2019-06-26 10:54:49.536000000,ETD
Nikolay mishevskiy,34.992,,,2018-08-26 09:57:36.000000000,ETD
Fernand emering,18.288,9.72,9.72,2017-06-12 11:37:30.432000256,ETD
Marc deldem,7.776,3.9888,3.9888,2017-06-12 11:26:55.392000256,ETD
Marc Deldem,3.1,3.2,3.2,2017-06-12 11:22:14.832000768,ExoClock observation
Manfred raetz,-7.776,1.6416,1.6416,2017-06-12 11:11:19.680000256,ETD
"Dittler, ullrich",-33.84,4.2912,4.2912,2015-12-07 07:33:02.304000000,ETD
Matthieu bachschmidt,9.936,2099.1312,2099.1312,2015-11-08 05:35:02.687999744,ETD
Studentska astronomska vidojevicka praksa,2.304,3.2544,3.2544,2015-05-30 11:49:10.272000000,ETD
Anaël Wünsche,-0.5,1.3,1.3,2015-05-30 11:46:20.303983360,ExoClock observation
Marc bretton,-1.296,1.4688,1.4688,2015-05-30 11:45:30.816000000,ETD
Marc bretton,-2.016,1.6704,1.6704,2015-05-30 11:44:45.887999744,ETD
Anaël Wünsche,-3.8,2.3,2.3,2015-05-30 11:43:02.303971072,ExoClock observation
Luis tremosa,-1.872,2.16,2.16,2015-05-17 13:13:09.984000000,ETD
Albiréo 78,1.152,2.4192,2.4192,2014-09-23 10:04:36.767999744,ETD
Horta f. g.,-6.912,3.2256,3.2256,2014-07-17 11:39:11.519999744,ETD
Horta f. g.,-8.208,4.6368,4.6368,2014-05-23 11:52:27.264000000,ETD
Benni p.,-1.584,2.016,2.016,2013-10-02 14:25:27.263999744,ETD
Naves r.,15.552,3.3264,3.3264,2013-09-16 10:32:46.752000000,ETD
"Mravik j., grnja j.",2.016,5.112,5.112,2012-09-09 10:33:04.895999744,ETD
Schteinman g. m.,2.736,1.9296,1.9296,2012-06-20 13:44:36.960000256,ETD
Hose k.,-1.44,2.7072,2.7072,2011-08-11 19:17:42.143999744,ETD
Scarmato t.,17.136,4.1904,4.1904,2011-04-20 14:27:29.952000000,ETD
"Gorshanov d. l., sokov e. n.",8.784,6.552,6.552,2010-10-05 06:43:10.272000000,ETD
Toni scarmato,3.888,,,2010-08-27 11:02:41.280000000,ETD
Hormuth f.,-2.304,0.9936,0.9936,2010-08-27 10:56:27.167999744,ETD
Vanhuysse m.,-3.168,2.4048,2.4048,2010-08-27 10:55:41.376000000,ETD
Lobao p.,2.304,2.232,2.232,2010-08-01 13:57:23.328000000,ETD
Mihelčič m.,-10.368,4.7088,4.7088,2010-07-03 11:03:02.880000000,ETD
Lomoz f.,-16.56,4.9824,4.9824,2010-07-03 10:56:52.224000256,ETD
Kipping&bakos 2010,-0.576,0.3888,0.3888,2009-06-13 12:54:49.248000256,ETD
Kipping&bakos 2010,-0.864,0.3744,0.3744,2009-06-10 07:16:33.888000000,ETD
Kipping&bakos 2010,-0.576,0.4032,0.4032,2009-06-07 01:38:51.360000000,ETD
Kipping&bakos 2010,-1.296,0.3888,0.3888,2009-06-03 20:00:10.079999744,ETD
Kipping&bakos 2010,-1.44,0.3888,0.3888,2009-05-31 14:22:05.088000000,ETD
Kipping&bakos 2010,-1.152,0.36,0.36,2009-05-28 08:44:19.104000256,ETD
Kipping&bakos 2010,-0.72,0.4032,0.4032,2009-05-25 03:06:52.128000000,ETD
Kipping&bakos 2010,-1.008,0.36,0.36,2009-05-21 21:28:34.176000000,ETD
Kipping&bakos 2010,-1.008,0.3456,0.3456,2009-05-18 15:50:36.096000000,ETD
Kipping&bakos 2010,-1.44,0.3888,0.3888,2009-05-15 10:12:09.503999744,ETD
Kipping&bakos 2010,-1.152,0.3888,0.3888,2009-05-08 22:56:32.351999744,ETD
Kipping&bakos 2010,-0.864,0.3744,0.3744,2009-05-05 17:18:49.823999744,ETD
Kepler,-1.44,0.2016,0.2016,2009-05-02 11:40:21.504000256,ETD
Kipping&bakos 2010,-1.584,0.3744,0.3744,2009-05-02 11:40:11.135999744,ETD
