observer,oc,oceu,ocel,date,source
Paolo Arcangelo Matassa,0.1,2.0,2.0,2021-12-20 08:19:34.462080000,ExoClock observation
Jens jacobsen,-2.16,1.0656,1.0656,2021-12-20 08:17:21.696000256,ETD
Rudi bjørn rasmussen,-2.88,1.7568,1.7568,2021-12-20 08:16:34.175999744,ETD
Snaevarr gudmundsson,-4.032,0.8784,0.8784,2021-12-20 08:15:23.327999744,ETD
Paolo Arcangelo Matassa,1.0,3.2,3.2,2021-12-16 08:07:49.507183104,ExoClock observation
Paolo Arcangelo Matassa,-1.3,2.3,2.3,2021-12-12 07:52:52.552321792,ExoClock observation
Andras Dan,-3.4,1.2,1.2,2021-12-12 07:50:46.552321280,ExoClock observation
Dominique DANIEL,-4.2,2.2,2.2,2021-12-12 07:49:58.552340224,ExoClock observation
Dominique daniel,-6.624,2.2464,2.2464,2021-12-12 07:47:36.672000000,ETD
Snaevarr gudmundsson,-4.32,0.648,0.648,2021-12-04 07:24:36.864000000,ETD
Snaevarr gudmundsson,-0.144,0.9216,0.9216,2021-11-26 07:03:22.463999744,ETD
Vikrant Kumar Agnihotri,0.1,2.4,2.4,2021-11-10 06:13:04.913304576,ExoClock observation
Yves Jongen,0.8,0.9,0.9,2020-11-10 11:02:42.019170816,ExoClock observation
Yves jongen,-0.288,0.6912,0.6912,2020-11-10 11:01:37.343999744,ETD
Snaevarr gudmundsson,-0.864,0.7776,0.7776,2020-11-06 10:48:20.735999744,ETD
F. lomoz,-1.584,2.2032,2.2032,2020-11-06 10:47:39.264000256,ETD
Manfred Raetz,-1.8,1.0,1.0,2020-11-06 10:47:27.064286464,ExoClock observation
"Francesco scaggiante, danilo zardin,marco fiaschi",-4.464,2.0736,2.0736,2020-11-06 10:44:49.055999744,ETD
Manfred raetz,-5.328,0.7632,0.7632,2020-11-06 10:43:52.895999744,ETD
Yves jongen,5.76,0.6768,0.6768,2020-10-17 09:51:49.535999744,ETD
Jean-Bernard PIOPPA,2.1,1.3,1.3,2020-10-17 09:48:06.289916928,ExoClock observation
Yves Jongen,-0.6,0.9,0.9,2020-10-17 09:45:24.289910528,ExoClock observation
Francois Regembal,-1.5,1.3,1.3,2020-10-17 09:44:30.289921792,ExoClock observation
Pedro martorell,-2.448,0.7344,0.7344,2020-10-17 09:43:31.871999744,ETD
Vicenç ferrando (aas),-3.024,0.864,0.864,2020-10-17 09:42:57.312000000,ETD
Francois regembal,-3.744,1.6272,1.6272,2020-10-17 09:42:14.976000000,ETD
Jean plazas,-9.936,,,2020-10-17 09:36:06.912000000,ETD
Fabio Mortari,-1.4,0.4,0.4,2020-10-13 09:31:57.335043840,ExoClock observation
L.betti f.mortari,-2.736,0.504,0.504,2020-10-13 09:30:33.408000256,ETD
Nikolaos Paschalis,2.0,3.2,3.2,2020-10-01 08:57:24.470407168,ExoClock observation
F. lomoz,-0.72,1.3392,1.3392,2020-09-27 08:42:06.047999744,ETD
F. lomoz,-2.592,3.5568,3.5568,2020-09-27 08:40:05.952000000,ETD
Gabriel murawski,-2.16,0.8784,0.8784,2020-09-23 08:27:56.736000256,ETD
Pavel pintr,7.2,1.7424,1.7424,2020-09-19 08:24:41.472000000,ETD
Manfred raetz,2.016,1.1376,1.1376,2019-10-22 14:49:33.599999744,ETD
Yves Jongen,-1.3,0.9,0.9,2019-10-10 14:08:19.486059008,ExoClock observation
Yves jongen,-2.016,0.6192,0.6192,2019-10-10 14:07:39.359999744,ETD
Yves jongen,-2.448,0.5472,0.5472,2019-09-28 13:29:11.616000000,ETD
"Francesco scaggiante, danilo zardin,marco fiaschi",-1.152,0.9792,0.9792,2019-09-20 13:05:13.056000256,ETD
Thomas grunge,-2.736,0.864,0.864,2019-09-20 13:03:40.608000256,ETD
Yves Jongen,1.1,0.7,0.7,2019-09-16 12:54:49.756809216,ExoClock observation
Yves jongen,-0.288,0.7776,0.7776,2019-09-16 12:53:26.303999744,ETD
Bruno christmann,-3.456,1.152,1.152,2019-09-16 12:50:19.680000000,ETD
Marc Deldem,0.8,1.0,1.0,2019-09-12 12:41:52.801900544,ExoClock observation
Bruno christmann,0.0,1.7712,1.7712,2019-09-12 12:41:06.720000256,ETD
Marc deldem,-1.152,0.9504,0.9504,2019-09-12 12:39:57.600000000,ETD
Nosáľ p.,-1.008,4.6656,4.6656,2019-09-04 12:14:48.192000256,ETD
Snaevarr gudmundsson,-3.744,2.664,2.664,2019-09-04 12:12:05.760000000,ETD
"Francesco scaggiante, danilo zardin,marco fiaschi",-7.056,0.8352,0.8352,2019-09-04 12:08:45.312000000,ETD
Pavel Pintr,0.0,1.0,1.0,2019-08-31 12:03:07.937302784,ExoClock observation
Pavel pintr,-1.152,1.0368,1.0368,2019-08-31 12:01:57.504000256,ETD
F. lomoz,-7.488,1.5984,1.5984,2019-08-31 11:55:42.528000256,ETD
Manfred raetz,-0.576,0.7776,0.7776,2019-08-27 11:49:57.791999744,ETD
Pavel pintr,-4.896,1.2816,1.2816,2019-08-23 11:32:53.952000256,ETD
Yves Jongen,2.5,0.9,0.9,2019-08-15 11:15:02.117751552,ExoClock observation
Yves jongen,-0.432,0.792,0.792,2019-08-15 11:12:04.607999744,ETD
Didier laloum,-3.312,2.232,2.232,2019-08-15 11:09:14.400000000,ETD
Mauro calo,-2.16,2.808,2.808,2019-08-11 10:57:46.655999744,ETD
Alfonso carreno,-3.312,1.5264,1.5264,2017-01-11 09:23:58.559999744,ETD
Manfred raetz,-0.432,1.4976,1.4976,2016-12-30 08:48:53.856000256,ETD
Matthieu bachschmidt,-1.584,0.8064,0.8064,2016-12-30 08:47:49.920000000,ETD
Marc bretton,-2.592,1.6272,1.6272,2016-12-30 08:46:49.440000256,ETD
František lomoz,-3.312,1.224,1.224,2016-12-30 08:46:06.240000000,ETD
Anaël Wünsche,-0.2,0.4,0.4,2016-12-22 08:23:51.991683072,ExoClock observation
Marc bretton,-1.152,0.3744,0.3744,2016-12-22 08:22:53.472000000,ETD
Anaël Wünsche,3.0,0.7,0.7,2016-12-10 07:49:07.127030784,ExoClock observation
Eric girardin,0.288,1.0944,1.0944,2016-12-10 07:46:21.503999744,ETD
Marc bretton,0.0,0.8064,0.8064,2016-12-10 07:46:11.136000000,ETD
Anaël Wünsche,1.9,1.0,1.0,2016-12-06 07:35:22.172141056,ExoClock observation
Marc bretton,-1.44,0.9648,0.9648,2016-12-06 07:32:00.960000000,ETD
Marc bretton,-3.168,0.7056,0.7056,2016-12-06 07:30:16.416000000,ETD
Marc bretton,1.152,0.648,0.648,2016-12-02 07:21:58.752000000,ETD
Anaël Wünsche,1.1,0.3,0.3,2016-12-02 07:21:55.217274368,ExoClock observation
Marc bretton,-0.288,0.3168,0.3168,2016-12-02 07:20:32.352000256,ETD
