observer,oc,oceu,ocel,date,source
Yves jongen,-3.888,1.1952,1.1952,2021-10-17 09:49:03.648000256,ETD
Yves Jongen,-3.9,1.3,1.3,2021-10-17 09:48:59.679327488,ExoClock observation
Didier Laloum,-3.6,1.6,1.6,2021-09-05 10:44:32.328963840,ExoClock observation
Aaav astrofili valdera,-14.112,,,2021-09-05 10:33:59.328000000,ETD
Alessandro Marchini,-1.0,2.4,2.4,2021-08-22 11:05:33.212126720,ExoClock observation
Yves Jongen,-1.3,1.0,1.0,2021-08-22 11:05:15.212103680,ExoClock observation
Yves jongen,-2.88,0.9792,0.9792,2021-08-22 11:03:38.304000000,ETD
Paolo Arcangelo Matassa,-5.6,4.3,4.3,2021-08-22 11:00:57.212135168,ExoClock observation
Yves Jongen,2.5,0.9,0.9,2021-08-08 11:27:28.095318784,ExoClock observation
Yves jongen,1.152,0.7776,0.7776,2021-08-08 11:26:07.871999744,ETD
Paul joseph und jonas früh,-5.04,0.8928,0.8928,2021-08-02 21:03:16.127999744,ETD
Roumazeilles maxime,3.168,2.9232,2.9232,2021-07-11 12:04:54.623999744,ETD
Dim Stouraitis,-2.9,1.6,1.6,2021-07-11 11:58:53.861754880,ExoClock observation
Giorgio baj,-3.024,2.0448,2.0448,2021-07-11 11:58:47.424000000,ETD
Giorgio Baj,-3.7,1.3,1.3,2021-07-11 11:58:05.861733632,ExoClock observation
Yves Jongen,3.3,0.9,0.9,2021-06-13 12:41:55.628157440,ExoClock observation
Yves jongen,2.16,0.8208,0.8208,2021-06-13 12:40:48.575999744,ETD
Yenal öğmen,-5.04,0.8784,0.8784,2021-06-02 08:00:22.176000256,ETD
Yves Jongen,2.2,1.2,1.2,2021-05-16 13:17:39.394562304,ExoClock observation
Yves jongen,0.72,1.1232,1.1232,2021-05-16 13:16:07.104000256,ETD
Adam Popowicz,-3.0,1.9,1.9,2021-05-16 13:12:27.394564864,ExoClock observation
Luis tremosa espasa,-4.32,1.2096,1.2096,2021-04-18 13:47:58.271999744,ETD
Ferran grau horta,-0.72,0.9648,0.9648,2021-04-04 14:10:01.920000256,ETD
Etienne bertrand,-2.88,0.9648,0.9648,2021-04-04 14:07:47.136000000,ETD
Etienne bertrand,-3.024,0.8928,0.8928,2021-04-04 14:07:43.680000000,ETD
Yves Jongen,1.3,1.4,1.4,2020-11-21 07:32:46.922892544,ExoClock observation
Yves jongen,-0.432,1.1808,1.1808,2020-11-21 07:31:06.528000000,ETD
Anaël Wünsche,-1.1,1.3,1.3,2020-11-21 07:30:22.922868992,ExoClock observation
Anaël wünsche,-2.304,1.2816,1.2816,2020-11-21 07:29:12.480000256,ETD
Manfred Raetz,-1.3,1.0,1.0,2020-11-07 07:48:35.806057984,ExoClock observation
Manfred raetz,-2.16,0.8496,0.8496,2020-11-07 07:47:45.311999744,ETD
Marc bretton,-1.728,0.4032,0.4032,2020-09-12 09:01:51.456000000,ETD
Tommaso dittadi,7.92,4.536,4.536,2020-08-15 09:48:17.855999744,ETD
Tommaso dittadi,5.904,5.6736,5.6736,2020-08-15 09:46:17.760000000,ETD
Yves Jongen,-0.2,0.9,0.9,2020-08-15 09:40:11.105248256,ExoClock observation
Yves jongen,-2.16,0.8784,0.8784,2020-08-15 09:38:11.328000000,ETD
Massimiliano Mannucci,-0.0,0.9,0.9,2020-07-04 10:35:37.754876928,ExoClock observation
"Nico montigiani, massimiliano mannucci",-2.736,0.9792,0.9792,2020-07-04 10:32:50.207999744,ETD
Francois Regembal,3.7,1.2,1.2,2020-06-20 10:57:44.638084096,ExoClock observation
Francois regembal,0.72,1.1664,1.1664,2020-06-20 10:54:49.536000000,ETD
Arena c. - gruppo astrofili catanesi,-2.016,1.9008,1.9008,2020-06-20 10:51:57.599999744,ETD
Roland Casali,1.3,0.6,0.6,2020-05-23 11:32:10.404469248,ExoClock observation
Etienne bertrand,-2.448,2.6784,2.6784,2020-05-23 11:28:24.384000000,ETD
Jens hennig,3.312,2.4192,2.4192,2020-04-25 12:11:03.552000256,ETD
Jean plazas,-6.48,1.7568,1.7568,2020-04-25 12:01:16.896000256,ETD
Fernand emering,-13.824,5.2416,5.2416,2020-04-25 11:53:51.935999744,ETD
Yves Jongen,1.0,0.9,0.9,2020-04-11 12:27:07.054059520,ExoClock observation
Yves jongen,-3.456,0.9072,0.9072,2020-04-11 12:22:39.936000256,ETD
Veli-pekka hentunen,-2.304,0.8208,0.8208,2020-03-28 12:42:17.567999744,ETD
Vicenç ferrando,-8.928,1.6848,1.6848,2019-10-01 11:43:22.079999744,ETD
Yenal ogmen,-2.16,0.6048,0.6048,2019-08-23 07:53:38.688000000,ETD
Olivier batteux,-1.44,1.4112,1.4112,2019-08-20 12:46:01.344000000,ETD
Josep lluis salto / ramon naves,-1.872,1.9152,1.9152,2019-07-23 13:22:25.536000256,ETD
Luis tremosa,-2.448,1.2384,1.2384,2019-07-09 13:40:18.624000000,ETD
Gianluca rossi ,1.728,7.8336,7.8336,2019-06-28 09:11:14.784000256,ETD
Dim Stouraitis,-1.4,1.4,1.4,2019-06-28 09:08:03.647990272,ExoClock observation
Pere guerra,10.944,9.7488,9.7488,2019-05-14 15:07:16.320000000,ETD
Veli-pekka hentunen,-8.64,1.6704,1.6704,2019-04-19 10:32:51.072000000,ETD
Yves jongen,-5.616,2.88,2.88,2019-02-19 16:41:11.327999744,ETD
Don carona,5.76,4.3344,4.3344,2018-11-16 14:09:51.552000000,ETD
S ferratfiat. e conseil.g sautot.  s vasseur. a barbarin. ,-1.584,0.8208,0.8208,2018-10-08 10:06:08.352000000,ETD
Mark salisbury,-1.728,0.9072,0.9072,2018-10-08 10:05:58.848000000,ETD
Esseiva nicolas,1.152,1.944,1.944,2018-09-24 10:27:11.520000256,ETD
Yves Jongen,0.8,1.7,1.7,2018-09-10 10:45:17.218521344,ExoClock observation
Anaël Wünsche,0.1,1.0,1.0,2018-09-10 10:44:35.218547968,ExoClock observation
Marc bretton,-0.72,0.7632,0.7632,2018-09-10 10:43:44.256000000,ETD
Yves jongen,-2.304,1.512,1.512,2018-09-10 10:42:07.487999744,ETD
Veli-pekka hentunen,-4.464,5.2416,5.2416,2018-09-10 10:40:01.344000000,ETD
Anaël Wünsche,0.4,0.6,0.6,2018-08-27 11:03:18.101735168,ExoClock observation
Anael wunsche,-0.864,0.576,0.576,2018-08-27 11:02:01.535999744,ETD
Yves jongen,0.72,0.936,0.936,2018-08-13 11:22:04.224000256,ETD
Yves Jongen,-1.5,1.0,1.0,2018-08-13 11:19:48.984954368,ExoClock observation
Wonseok kang,-3.168,3.1248,3.1248,2018-08-05 01:53:07.584000256,ETD
Esseiva nicolas,0.0,0.8496,0.8496,2018-07-30 11:39:44.352000256,ETD
Yves Jongen,-0.2,1.2,1.2,2018-07-30 11:39:31.868137984,ExoClock observation
"Francesco scaggiante, danilo zardin",-1.728,2.0448,2.0448,2018-07-30 11:38:00.671999744,ETD
Yves jongen,-2.304,1.0656,1.0656,2018-07-30 11:37:22.656000000,ETD
David molina,-3.168,1.2816,1.2816,2018-07-30 11:36:32.544000000,ETD
Yves jongen,1.296,1.3104,1.3104,2018-07-02 12:17:52.224000256,ETD
Yves Jongen,0.3,1.0,1.0,2018-07-02 12:16:51.634504704,ExoClock observation
Anaël Wünsche,-2.9,0.7,0.7,2018-07-02 12:13:39.634540288,ExoClock observation
Marc bretton,-3.888,0.6048,0.6048,2018-07-02 12:12:37.728000000,ETD
Yenal ogmen,-0.72,0.8352,0.8352,2018-06-21 07:42:32.544000256,ETD
Anaël Wünsche,1.3,0.7,0.7,2018-06-18 12:36:16.517745920,ExoClock observation
Marc bretton,0.288,0.6048,0.6048,2018-06-18 12:35:15.072000000,ETD
David molina,-2.736,1.0368,1.0368,2018-06-18 12:32:13.632000256,ETD
Yenal ogmen,-1.872,1.008,1.008,2018-06-07 07:59:49.343999744,ETD
Tomasz popajewski,-6.048,1.44,1.44,2018-05-24 08:14:04.704000256,ETD
Daryl janzen and stan shadick and brennan rodgers,-4.32,1.08,1.08,2018-04-06 18:54:26.784000256,ETD
Mario Morales Aimar,-1.0,1.7,1.7,2017-10-29 08:03:39.578866688,ExoClock observation
Mario morales,-2.448,1.8288,1.8288,2017-10-29 08:02:15.360000256,ETD
Anaël Wünsche,-0.2,0.4,0.4,2017-10-15 08:22:52.462052096,ExoClock observation
Marc bretton,-1.44,0.4032,0.4032,2017-10-15 08:21:35.712000000,ETD
Manfred raetz,0.72,1.6848,1.6848,2017-10-01 08:42:09.503999744,ETD
"Š. gajdoš, j. šubjak",-0.72,0.6048,0.6048,2017-10-01 08:40:50.015999744,ETD
Jgarlitz,-3.168,1.1808,1.1808,2017-09-11 18:40:05.376000256,ETD
Michael fleenor,-1.296,0.7632,0.7632,2017-07-17 19:55:37.055999744,ETD
Joe garlitz,-2.88,1.4832,1.4832,2017-07-03 20:12:29.664000000,ETD
Pietro benotto,25.056,3.888,3.888,2017-06-25 11:15:25.920000000,ETD
Marc deldem,1.44,1.0944,1.0944,2017-06-11 11:10:11.423999744,ETD
Marc Deldem,-0.2,1.2,1.2,2017-06-11 11:08:36.410851584,ExoClock observation
"Š. gajdoš, j. šubjak",-0.864,0.504,0.504,2017-06-11 11:08:00.096000000,ETD
M. hoecherl,2.592,3.168,3.168,2017-05-28 11:29:49.920000256,ETD
Marc bretton,0.72,1.008,1.008,2017-05-28 11:27:53.280000256,ETD
Anaël Wünsche,-1.9,1.4,1.4,2017-05-28 11:25:19.294086144,ExoClock observation
Alessandro Marchini,-2.4,1.3,1.3,2017-05-28 11:24:49.294087936,ExoClock observation
Jean-luc martin,-3.168,0.8064,0.8064,2017-05-28 11:23:59.136000256,ETD
Alessandro marchini,-3.888,1.0944,1.0944,2017-05-28 11:23:21.984000256,ETD
Joe garlitz,-1.872,0.9936,0.9936,2017-05-08 21:27:05.184000000,ETD
Joe garlitz,0.144,1.4112,1.4112,2017-04-10 22:05:55.392000000,ETD
