observer,oc,oceu,ocel,date,source
Adam Popowicz,5.5,2.4,2.4,2022-04-14 14:22:59.091788800,ExoClock observation
Paolo Arcangelo Matassa,1.4,1.9,1.9,2022-04-11 13:21:53.569888512,ExoClock observation
Marc SERRAU,0.9,1.6,1.6,2022-04-05 11:27:24.526035968,ExoClock observation
Yves Jongen,-1.4,1.0,1.0,2022-02-15 20:13:14.175347712,ExoClock observation
Adrian Jones,0.6,2.0,2.0,2022-02-06 17:24:15.609579264,ExoClock observation
Yves Jongen,0.2,1.2,1.2,2021-06-08 13:24:29.855985152,ExoClock observation
Mario Billiani,0.9,5.8,5.8,2021-06-02 11:31:12.812144384,ExoClock observation
Carmelo Falco,0.4,2.4,2.4,2021-05-24 08:39:44.246385152,ExoClock observation
Carmelo Falco,-1.1,2.9,2.9,2021-05-24 08:38:14.246390528,ExoClock observation
Billy Edwards,-0.2,1.3,1.3,2021-04-17 21:15:13.983334656,ExoClock observation
Yves Jongen,0.9,1.0,1.0,2021-04-11 19:22:20.939484416,ExoClock observation
Yves Jongen,3.8,1.2,1.2,2021-04-08 18:28:15.417599488,ExoClock observation
Marc Deldem,-1.1,1.0,1.0,2021-03-27 14:35:23.329916672,ExoClock observation
Carmelo Falco,-2.3,1.9,1.9,2021-03-27 14:34:11.329904896,ExoClock observation
Yves Jongen,2.9,1.0,1.0,2021-03-24 13:42:23.807955200,ExoClock observation
Alberto Tomatis,1.2,2.9,2.9,2021-03-24 13:40:41.807985408,ExoClock observation
Ivo Peretto,0.2,2.2,2.2,2021-03-24 13:39:41.807988992,ExoClock observation
Mauro Caló,-0.1,4.3,4.3,2021-03-24 13:39:23.807965696,ExoClock observation
Adrian Jones,-0.7,2.3,2.3,2021-03-24 13:38:47.807959808,ExoClock observation
Tõnis Eenmäe,0.6,1.4,1.4,2021-03-15 10:49:07.242218240,ExoClock observation
Matthias Mallonn,-1.2,0.6,0.6,2020-05-21 13:42:06.094070016,ExoClock observation
Matthias Mallonn,0.3,0.7,0.7,2020-05-18 12:46:36.572117504,ExoClock observation
John Savage,1.3,1.2,1.2,2020-05-15 11:50:37.050247168,ExoClock observation
Matthias Mallonn,0.2,0.6,0.6,2020-05-15 11:49:31.050243072,ExoClock observation
Francois Regembal,-2.0,2.9,2.9,2020-05-15 11:47:19.050234880,ExoClock observation
Alessandro Marchini,2.3,2.2,2.2,2017-05-29 09:42:27.246734848,ExoClock observation
Seeliger et al. 2015,0.8,0.4,0.4,2013-06-03 10:41:46.247024128,ExoClock literature
Seeliger et al. 2015,-0.5,1.9,1.9,2012-04-25 04:20:31.831687680,ExoClock literature
Seeliger et al. 2015,-0.1,3.3,3.3,2012-03-31 20:44:59.656301824,ExoClock literature
Sada et al. 2012,0.3,0.6,0.6,2011-05-20 17:58:13.376599296,ExoClock literature
Seeliger et al. 2015,0.8,0.7,0.7,2011-05-05 13:13:45.767022336,ExoClock literature
Seeliger et al. 2015,0.5,1.7,1.7,2011-04-08 04:40:32.069756160,ExoClock literature
Seeliger et al. 2015,-2.2,1.5,1.5,2011-04-05 03:40:50.547802368,ExoClock literature
Anderson et al. 2011,-0.3,0.3,0.3,2010-06-14 07:34:30.921604352,ExoClock literature
Béky et al. 2011,-1.1,0.8,0.8,2009-12-20 00:28:10.650214144,ExoClock literature
