date,observer,oc,oce,source
2022-03-21,Kevin Johnson,2.5,2.0,ExoClock observation
2022-03-02,Paolo Arcangelo Matassa,1.6,3.0,ExoClock observation
2022-01-15,Adrian Jones,1.3,2.2,ExoClock observation
2021-11-22,Martin Crow,2.5,2.6,ExoClock observation
2021-11-22,David Wright,2.5,2.7,ExoClock observation
2021-03-21,Yves Jongen,-0.1,2.6,ExoClock observation
2021-01-07,Yves Jongen,0.9,1.4,ExoClock observation
2020-05-16,Constantinos Aggelis,1.8,5.8,ExoClock observation
2020-03-31,Martin Crow,1.1,1.2,ExoClock observation
2020-02-14,Claudio Lopresti,-2.2,1.6,ExoClock observation
2016-04-12,Nikolaos Paschalis,1.5,2.2,ExoClock observation
2012-06-07,Pepper et al. 2013,-0.0,2.3,ExoClock literature
2012-04-14,Pepper et al. 2013,3.4,1.6,ExoClock literature
2012-04-11,Pepper et al. 2013,0.1,0.8,ExoClock literature
2012-04-03,Pepper et al. 2013,-3.6,1.3,ExoClock literature
2012-04-03,Pepper et al. 2013,-3.5,1.4,ExoClock literature
2012-04-03,Pepper et al. 2013,3.2,1.1,ExoClock literature
2012-03-18,Pepper et al. 2013,0.0,2.0,ExoClock literature
