date,observer,oc,oce,source
2021-11-02,Martin Crow,-3.1,4.3,ExoClock observation
2021-10-24,Jacques Michelet,1.2,1.0,ExoClock observation
2021-10-24,Bernhard Wenzel,-1.1,0.9,ExoClock observation
2021-10-24,Robert Roth,0.4,1.0,ExoClock observation
2020-10-05,Harri Kiiskinen,2.7,3.0,ExoClock observation
2020-07-22,Pierros Papadeas,-1.6,2.0,ExoClock observation
2020-07-22,Martin Smith,-1.0,4.3,ExoClock observation
2019-12-02,Martin Crow,-0.8,2.2,ExoClock observation
2019-09-08,Ana\xc3\xabl W\xc3\xbcnsche,5.5,2.0,ExoClock observation
2017-09-28,Ana\xc3\xabl W\xc3\xbcnsche,-0.1,0.4,ExoClock observation
2016-07-04,Ana\xc3\xabl W\xc3\xbcnsche,-1.0,5.8,ExoClock observation
2012-10-03,Turner et al. 2016,-1.4,1.4,ExoClock literature
2007-10-08,Johnson et al. 2008,0.7,1.8,ExoClock literature
2007-09-20,Johnson et al. 2008,-1.1,1.3,ExoClock literature
2006-11-29,Winn et al. 2007,1.3,4.2,ExoClock literature
2006-10-02,Winn et al. 2007,0.3,1.5,ExoClock literature
2006-09-28,Winn et al. 2007,0.6,0.8,ExoClock literature
2006-09-19,Winn et al. 2007,-0.4,0.8,ExoClock literature
2006-09-19,Winn et al. 2007,1.8,0.7,ExoClock literature
2006-09-10,Winn et al. 2007,0.5,1.1,ExoClock literature
2006-09-01,Winn et al. 2007,-3.7,1.0,ExoClock literature
