date,observer,oc,oceu,ocel,source
2009-06-12 04:13:00.480000000,Kipping&bakos 2010,2.16,5.76,5.76,ETD
2009-06-08 23:10:27.840000256,Kipping&bakos 2010,6.912,5.616,5.616,ETD
2009-06-05 17:51:56.160000256,Kipping&bakos 2010,-4.176,5.472,5.472,ETD
2009-06-02 12:49:40.800000256,Kipping&bakos 2010,1.008,4.176,4.176,ETD
2009-05-30 07:39:47.520000256,Kipping&bakos 2010,-1.584,4.608,4.608,ETD
2009-05-27 02:35:48.480000256,Kipping&bakos 2010,1.872,5.616,5.616,ETD
2009-05-23 21:29:05.280000000,Kipping&bakos 2010,2.448,4.896,4.896,ETD
2009-05-20 16:21:30.240000256,Kipping&bakos 2010,2.304,4.608,4.608,ETD
2009-05-17 11:17:22.559999744,Kipping&bakos 2010,5.616,5.328,5.328,ETD
2009-05-14 06:07:46.560000256,Kipping&bakos 2010,3.312,4.896,4.896,ETD
2009-05-11 00:51:59.039999744,Kipping&bakos 2010,-5.04,5.184,5.184,ETD
2009-05-07 19:52:01.920000000,Kipping&bakos 2010,2.304,4.752,4.752,ETD
2009-05-04 14:42:17.279999744,Kepler,0.0,2.16,2.16,ETD
2009-05-04 14:42:08.640000000,Kipping&bakos 2010,-0.144,6.336,6.336,ETD
