,date,observer,oc,oce,source
0,2022-02-15,jean pascal vignes,6.0,2.4,ExoClock observation
1,2021-05-03,Yves Jongen,2.5,1.6,ExoClock observation
2,2021-04-16,Yves Jongen,3.9,0.9,ExoClock observation
3,2018-04-20,Anastasia Kokori,5.8,2.2,ExoClock observation
