,index,date,observer,oc,oce,source
0,1,2022-01-03,Vikrant Kumar Agnihotri,-3.0,3.0,ExoClock observation
1,2,2021-12-31,Yves Jongen,-4.1,1.0,ExoClock observation
2,3,2021-10-26,Ana\xc3\xabl W\xc3\xbcnsche,1.7,0.7,ExoClock observation
3,4,2021-10-26,Ana\xc3\xabl W\xc3\xbcnsche,-0.6,1.4,ExoClock observation
4,5,2021-09-18,Yves Jongen,0.9,2.7,ExoClock observation
5,6,2021-08-08,Carmelo Falco,-3.3,1.6,ExoClock observation
6,7,2017-11-02,Ana\xc3\xabl W\xc3\xbcnsche,-4.0,2.0,ExoClock observation
7,8,2016-12-26,Ana\xc3\xabl W\xc3\xbcnsche,1.6,2.4,ExoClock observation
8,9,2016-12-04,Ana\xc3\xabl W\xc3\xbcnsche,0.6,0.9,ExoClock observation
9,0,2011-10-17,Hartman et al. 2015,-0.1,0.6,ExoClock literature
