observer,oc,oceu,ocel,date,source
Leon Bewersdorff,0.6,1.0,1.0,2022-04-27 12:38:24.000015616,ExoClock observation
Mohammad talafha,13.824,,,2021-06-08 07:58:46.271999744,ETD
Tommaso dittadi,2.304,19.9296,19.9296,2021-05-31 10:35:39.552000000,ETD
Carmelo Falco,1.3,0.9,0.9,2021-05-31 10:34:39.312023552,ExoClock observation
Jean plazas,0.72,1.9584,1.9584,2021-05-31 10:34:02.783999744,ETD
Carmelo Falco,0.2,0.6,0.6,2021-05-31 10:33:33.312019456,ExoClock observation
Yves jongen,-2.016,0.9072,0.9072,2021-05-31 10:31:16.032000000,ETD
Fabio Mortari,-4.4,2.6,2.6,2021-05-31 10:28:57.311987456,ExoClock observation
Andras Dan,-5.9,1.3,1.3,2021-05-31 10:27:27.311992832,ExoClock observation
Martin Crow,1.3,1.3,1.3,2021-05-27 11:58:53.280023808,ExoClock observation
Yves Jongen,-0.3,1.0,1.0,2021-05-27 11:57:17.280021504,ExoClock observation
Yves jongen,-0.72,0.7344,0.7344,2021-05-27 11:56:52.512000000,ETD
Adam Popowicz,-1.8,1.0,1.0,2021-05-23 13:20:01.247987200,ExoClock observation
Ferran grau horta,0.576,0.9792,0.9792,2021-03-13 14:38:38.688000000,ETD
Fran campos,-1.008,0.576,0.576,2021-03-13 14:36:56.736000000,ETD
Aniceto porcel rosales,-2.592,1.9296,1.9296,2021-03-13 14:35:22.560000256,ETD
"D. bertesteanu, i.c.tudor, l. demetz",3.168,1.7424,1.7424,2020-07-04 08:32:07.296000256,ETD
Maurizio cervoni,-3.024,1.2528,1.2528,2020-06-30 09:50:08.448000000,ETD
Stephen m. brincat,-3.6,1.1376,1.1376,2020-06-30 09:49:29.568000000,ETD
Mauro Caló,0.3,1.3,1.3,2020-06-26 11:17:40.559982080,ExoClock observation
Arena claudio,-2.448,1.0368,1.0368,2020-06-26 11:14:59.135999744,ETD
Vikrant Kumar Agnihotri,1.5,1.3,1.3,2020-05-02 06:58:08.111999744,ExoClock observation
Mark Phillips,1.6,1.6,1.6,2020-04-20 11:10:56.016008448,ExoClock observation
Adrian Jones,-0.9,2.3,2.3,2020-04-20 11:08:26.016017408,ExoClock observation
Martin Crow,-2.6,1.2,1.2,2020-04-20 11:06:44.016007424,ExoClock observation
Manfred Raetz,-1.2,0.9,0.9,2020-04-16 12:32:21.983994880,ExoClock observation
Manfred raetz,-1.872,0.7056,0.7056,2020-04-16 12:31:39.071999744,ETD
"Alfa crucis - colesanti c, de carvalho aguiar p, kulh d, napoleao t, olim e, rodrigues ma, treü r",0.864,1.6272,1.6272,2019-07-23 12:02:15.648000000,ETD
Fran campos,2.448,0.8208,0.8208,2019-05-13 13:20:03.840000000,ETD
Yves jongen,-0.864,1.4544,1.4544,2019-03-11 11:44:23.423999744,ETD
Iakovos Strikis,4.3,1.3,1.3,2019-03-07 13:13:50.688017664,ExoClock observation
Yves jongen,0.72,0.9792,0.9792,2018-06-16 11:13:52.607999744,ETD
Anaël Wünsche,-1.9,0.6,0.6,2017-07-12 11:55:15.792046592,ExoClock observation
Marc bretton,-3.168,0.6192,0.6192,2017-07-12 11:54:04.032000256,ETD
František lomoz,-0.0,1.3824,1.3824,2017-05-10 10:24:51.552000000,ETD
František lomoz,-0.288,1.1808,1.1808,2017-05-10 10:24:36.864000000,ETD
František lomoz,24.48,7.8192,7.8192,2017-05-02 13:37:47.423999744,ETD
Michael fleenor,0.72,0.9936,0.9936,2017-04-12 20:15:12.095999744,ETD
Collège antoine courrière,2.88,1.7856,1.7856,2017-02-20 14:32:27.168000000,ETD
František lomoz,1.152,1.1952,1.1952,2016-06-05 11:10:06.240000000,ETD
František lomoz,-1.728,1.4544,1.4544,2016-06-05 11:07:07.392000256,ETD
Alessandro Marchini,1.1,1.2,1.2,2016-03-30 11:01:57.984004352,ExoClock observation
Alessandro marchini,0.144,1.1664,1.1664,2016-03-30 11:01:02.784000000,ETD
Kenneth menzies,-1.872,1.8,1.8,2016-03-06 19:24:26.496000256,ETD
Oleg mazurenko,1.872,1.872,1.872,2015-08-22 17:39:49.536000000,ETD
Marc bretton,-0.0,0.4608,0.4608,2015-07-06 10:28:37.920000000,ETD
Trnka j.,-1.872,1.3968,1.3968,2015-07-06 10:26:47.328000256,ETD
Trnka j.,-3.6,1.3248,1.3248,2015-07-02 11:49:18.911999744,ETD
Martineli f.,-5.616,2.5632,2.5632,2014-08-05 09:42:52.991999744,ETD
Southworth et al. 2018,0.2,0.2,0.2,2014-05-26 11:04:52.512045824,ExoClock literature
Caat,2.736,1.0512,1.0512,2014-05-22 12:31:35.616000000,ETD
Trnka j.,-4.32,1.2384,1.2384,2014-03-20 10:52:21.791999744,ETD
Zibar m.,1.296,0.5616,0.5616,2014-03-12 13:46:26.688000256,ETD
"Janko mravik, jaroslav grnja",-14.4,3.0096,3.0096,2014-03-12 13:30:42.336000000,ETD
"Mravik j., grnja j.",-14.4,3.0096,3.0096,2014-03-12 13:30:42.336000000,ETD
"Dittler, ullrich",-2.592,0.8784,0.8784,2014-03-08 15:06:46.079999744,ETD
Zibar m.,-3.024,0.9648,0.9648,2014-03-08 15:06:21.887999744,ETD
"Mravik j., grnja j.",5.472,2.0016,2.0016,2013-06-21 11:54:07.488000000,ETD
Emering f.,-3.168,2.664,2.664,2012-07-21 11:05:22.848000000,ETD
Mitchell d.,-0.72,1.8288,1.8288,2012-06-27 19:33:06.623999744,ETD
Curry s.,-5.76,1.512,1.512,2012-06-27 19:28:07.679999744,ETD
Filip Walter,0.9,0.9,0.9,2012-05-19 09:37:06.528015616,ExoClock observation
Poddaný s.,-0.144,0.8784,0.8784,2012-05-19 09:36:01.728000000,ETD
Carreño a.,0.72,0.9072,0.9072,2012-05-15 11:01:07.104000256,ETD
Horta f. g.,-4.608,1.5552,1.5552,2012-05-15 10:55:50.880000000,ETD
Ramon naves,2.016,0.8208,0.8208,2012-05-11 12:26:40.992000000,ETD
Naves r.,1.296,0.7776,0.7776,2012-05-11 12:25:57.792000000,ETD
Southworth et al. 2018,0.6,0.2,0.2,2012-05-11 12:25:16.464033792,ExoClock literature
Southworth et al. 2018,-0.6,0.4,0.4,2012-05-11 12:24:04.464022016,ExoClock literature
Southworth et al. 2018,-0.8,0.2,0.2,2012-05-11 12:23:52.464046848,ExoClock literature
