,date,observer,oc,oce,source
0,2022-03-10,Yves Jongen,-7.0,0.9,ExoClock observation
1,2022-03-04,Yves Jongen,-4.1,1.3,ExoClock observation
2,2022-02-15,Yves Jongen,2.3,2.0,ExoClock observation
3,2020-02-10,Yves Jongen,-2.2,1.6,ExoClock observation
