observer,oc,oceu,ocel,date,source
Mark Salisbury,-1.2,0.4,0.4,2021-11-28 10:55:37.687294208,ExoClock observation
Mark salisbury,0.432,0.3456,0.3456,2021-11-28 10:54:02.880000000,ETD
Snaevarr gudmundsson,2.16,0.8928,0.8928,2021-11-25 08:42:17.279999744,ETD
Andre Kovacs,-2.9,2.2,2.2,2021-11-03 17:05:41.913990656,ExoClock observation
Paolo Arcangelo Matassa,0.9,2.2,2.2,2021-10-28 12:42:26.470637568,ExoClock observation
"Pietro aceti, massimo banfi",5.616,1.7712,1.7712,2021-10-25 10:30:25.056000256,ETD
"M. popescu, b. a. dumitru, d. bertesteanu",4.176,0.6048,0.6048,2021-10-25 10:29:02.976000256,ETD
Thomas mollier,4.176,1.7712,1.7712,2021-10-25 10:29:02.112000000,ETD
Thomas MOLLIER,0.5,1.0,1.0,2021-10-25 10:28:30.748985344,ExoClock observation
Dominique DANIEL,-0.6,0.7,0.7,2021-10-25 10:27:24.748981248,ExoClock observation
Mark Salisbury,-0.7,0.7,0.7,2021-10-25 10:27:18.748973568,ExoClock observation
Richard Abraham,-0.9,0.6,0.6,2021-10-25 10:27:06.748998400,ExoClock observation
Mark salisbury,1.728,0.4896,0.4896,2021-10-25 10:26:36.096000000,ETD
Dominique daniel,-0.576,0.8352,0.8352,2021-10-25 10:24:17.855999744,ETD
aziz kaeouach,-0.7,0.9,0.9,2021-09-27 14:25:33.254018304,ExoClock observation
Kaeouach aziz,1.152,0.9216,0.9216,2021-09-27 14:24:14.687999744,ETD
Dominique daniel,7.2,2.6496,2.6496,2021-09-21 10:03:18.144000256,ETD
Dominique DANIEL,-1.5,1.0,1.0,2021-09-21 09:57:41.810673664,ExoClock observation
Paolo Arcangelo Matassa,-4.1,2.6,2.6,2021-09-18 07:41:34.089013248,ExoClock observation
Paolo Arcangelo Matassa,-2.3,1.2,1.2,2021-08-21 11:41:36.594035712,ExoClock observation
Aaav associazione astrofili alta valdera,-0.144,,,2021-08-18 09:27:11.232000256,ETD
Tjms gst,1.008,0.5328,0.5328,2021-07-21 13:26:29.184000256,ETD
Maurice Audejean,-0.0,1.0,1.0,2021-07-18 11:15:05.655732736,ExoClock observation
Maurice audejean,2.016,1.1952,1.1952,2021-07-18 11:13:57.792000256,ETD
Martin Crow,-3.3,1.3,1.3,2021-07-18 11:11:47.655720448,ExoClock observation
Yves Jongen,-0.1,0.9,0.9,2020-12-26 08:22:06.025892864,ExoClock observation
Yves jongen,-0.576,0.9792,0.9792,2020-12-26 08:18:40.319999744,ETD
Snaevarr gudmundsson,-0.288,0.7056,0.7056,2020-12-23 06:05:28.320000000,ETD
Yves Jongen,-0.1,0.4,0.4,2020-11-22 07:53:17.087614208,ExoClock observation
Valère Perroud,-0.2,1.2,1.2,2020-11-22 07:53:11.087606528,ExoClock observation
Yves jongen,1.584,0.4752,0.4752,2020-11-22 07:52:05.375999744,ETD
Valere perroud,0.432,2.6928,2.6928,2020-11-22 07:50:51.071999744,ETD
Taewoo Kim,-1.0,0.2,0.2,2020-10-13 02:56:30.705983232,ExoClock observation
Yves Jongen,-0.3,0.6,0.6,2020-09-27 15:49:34.097688576,ExoClock observation
Yves jongen,0.288,0.576,0.576,2020-09-27 15:47:15.648000000,ETD
Vojtěch Školník,1.0,0.6,0.6,2020-09-21 11:23:48.654344448,ExoClock observation
John Savage,1.0,0.4,0.4,2020-09-21 11:23:48.654344448,ExoClock observation
Martin Smith,0.8,1.7,1.7,2020-09-21 11:23:36.654329088,ExoClock observation
Vojtěch školník,3.024,0.6192,0.6192,2020-09-21 11:22:56.928000000,ETD
David Wright,0.0,1.6,1.6,2020-09-21 11:22:48.654348032,ExoClock observation
Adrian Jones,-0.7,0.7,0.7,2020-09-21 11:22:06.654334464,ExoClock observation
Snaevarr gudmundsson,-0.288,1.8864,1.8864,2020-09-21 11:19:34.752000000,ETD
Pavel pintr,7.632,0.8352,0.8352,2020-09-18 09:13:58.943999744,ETD
Claudio Lopresti,0.7,1.3,1.3,2020-09-18 09:09:58.932699904,ExoClock observation
Martin Crow,-0.9,0.7,0.7,2020-09-18 09:08:22.932697600,ExoClock observation
Manfred Raetz,-1.3,0.6,0.6,2020-09-15 06:54:27.211005184,ExoClock observation
Manfred raetz,1.152,0.6912,0.6912,2020-09-15 06:53:59.136000256,ETD
Yves Jongen,-1.1,0.6,0.6,2020-08-27 17:33:28.881010176,ExoClock observation
Yves jongen,0.576,0.6624,0.6624,2020-08-27 17:32:19.391999744,ETD
Martin Fowler,-4.4,2.7,2.7,2020-08-27 17:30:10.880997888,ExoClock observation
Didier Laloum,0.3,0.6,0.6,2020-08-18 10:54:17.716012032,ExoClock observation
