,date,observer,oc,oce,source
0,2021-05-17,Yves Jongen,2.8,0.6,ExoClock observation
1,2021-04-06,Yves Jongen,2.6,1.0,ExoClock observation
2,2020-05-01,Phil Evans,1.1,1.0,ExoClock observation
