observer,oc,oceu,ocel,date,source
Yves Jongen,0.6,0.9,0.9,2021-10-29 14:23:35.865598720,ExoClock observation
Yves jongen,-0.72,0.8064,0.8064,2021-10-29 14:22:00.767999744,ETD
Yves Jongen,1.1,0.7,0.7,2021-10-02 14:51:10.738537728,ExoClock observation
Yves jongen,0.432,0.7488,0.7488,2021-10-02 14:50:12.479999744,ETD
Anaël Wünsche,0.1,0.9,0.9,2021-10-02 14:50:10.738541312,ExoClock observation
Anaël wünsche,-0.432,0.9792,0.9792,2021-10-02 14:49:16.320000256,ETD
Yves Jongen,1.5,1.2,1.2,2020-10-06 17:53:47.414372608,ExoClock observation
Yves jongen,1.44,1.1232,1.1232,2020-10-06 17:53:13.920000256,ETD
Yves Jongen,0.1,0.7,0.7,2020-09-09 18:19:28.287366656,ExoClock observation
Yves jongen,-1.584,0.7776,0.7776,2020-09-09 18:17:17.664000000,ETD
Yves Jongen,-1.2,1.0,1.0,2020-08-03 15:55:24.487660800,ExoClock observation
Yves jongen,-1.008,1.224,1.224,2020-08-03 15:55:05.664000000,ETD
Phil evans,3.024,3.6288,3.6288,2016-08-27 22:00:46.944000000,ETD
Maxted et al. 2016,0.0,0.1,0.1,2015-01-05 14:01:14.396149760,ExoClock literature
Maxted et al. (2016),0.0,0.144,0.144,2015-01-05 14:00:05.760000256,ETD
