observer,oc,oceu,ocel,date,source
Martin Crow,6.0,2.7,2.7,2022-03-18 13:14:15.360022272,ExoClock observation
Paolo Arcangelo Matassa,3.4,4.3,4.3,2022-03-14 08:41:17.224315648,ExoClock observation
Enrique arce mansego,56.304,2.3328,2.3328,2021-03-23 10:23:57.119999744,ETD
Mauro Caló,2.5,1.7,1.7,2021-03-23 09:39:01.691502848,ExoClock observation
"Francesco scaggiante, danilo zardin,marco fiaschi",4.752,2.8368,2.8368,2021-03-23 09:32:27.455999744,ETD
Alberto Tomatis,-5.0,3.6,3.6,2021-03-23 09:31:31.691529728,ExoClock observation
Alberto tomatis,-6.912,3.2688,3.2688,2021-03-23 09:20:40.704000000,ETD
Tõnis Eenmäe,-0.8,1.4,1.4,2021-03-02 11:03:53.013112832,ExoClock observation
Taewoo Kim,-1.3,1.2,1.2,2021-02-22 02:02:38.741739520,ExoClock observation
Wonseok kang,6.048,1.1952,1.1952,2021-02-22 02:01:08.832000256,ETD
Manfred Raetz,0.3,1.0,1.0,2021-02-09 12:33:08.334699008,ExoClock observation
Manfred raetz,8.208,0.8928,0.8928,2021-02-09 12:32:15.360000256,ETD
Lomoz f.,5.04,2.2464,2.2464,2020-04-01 10:31:37.631999744,ETD
F. lomoz,3.456,2.6352,2.6352,2020-04-01 10:30:06.911999744,ETD
Jean plazas,16.848,2.3328,2.3328,2020-03-11 12:11:34.656000000,ETD
Anaël Wünsche,-2.0,1.2,1.2,2020-03-11 12:01:19.480317184,ExoClock observation
Marc bretton,-3.312,0.8496,0.8496,2020-03-11 11:51:26.783999744,ETD
Anaël Wünsche,0.1,1.6,1.6,2020-02-19 13:31:34.801899776,ExoClock observation
Anaël wünsche,7.344,1.728,1.728,2020-02-19 13:30:13.824000256,ETD
Veli-pekka hentunen,4.896,1.5408,1.5408,2019-12-31 07:23:27.743999744,ETD
Yves Jongen,2.2,1.2,1.2,2019-02-24 10:01:57.133448960,ExoClock observation
Yves jongen,8.64,1.0368,1.0368,2019-02-24 10:00:08.064000000,ETD
Pere guerra,5.904,1.2096,1.2096,2018-01-22 13:52:47.711999744,ETD
David molina,1.44,1.8576,1.8576,2018-01-22 13:48:14.687999744,ETD
"Francesco scaggiante, danilo zardin",5.616,1.4112,1.4112,2018-01-18 09:22:05.375999744,ETD
"Francesco scaggiante, danilo zardin",-5.76,1.9152,1.9152,2017-11-16 13:35:09.311999744,ETD
Serge bergeron,11.808,3.8304,3.8304,2017-03-18 16:31:36.768000000,ETD
David molina,3.744,1.7424,1.7424,2017-02-17 08:51:01.728000000,ETD
Nikola petrov,-1.152,0.5184,0.5184,2017-02-17 08:46:01.919999744,ETD
David molina,4.032,1.2816,1.2816,2017-01-06 11:47:35.232000000,ETD
Aaav astrofili valdera,-0.144,,,2016-01-16 12:42:19.296000256,ETD
David molina,10.368,1.8576,1.8576,2015-12-26 14:21:04.608000256,ETD
David molina,8.208,1.512,1.512,2015-12-05 15:47:02.688000000,ETD
Stan shadick,10.224,1.5696,1.5696,2015-03-16 19:56:07.296000000,ETD
Marc bretton,4.464,1.4688,1.4688,2015-03-08 10:49:38.495999744,ETD
"Francesco scaggiante, danilo zardin",41.472,2.9232,2.9232,2015-02-11 08:24:21.600000256,ETD
Ramon naves nogues,5.472,2.5632,2.5632,2015-01-25 13:46:59.520000000,ETD
Marc bretton,5.616,2.16,2.16,2014-11-19 13:41:12.192000000,ETD
Stan shadick,2.88,1.4112,1.4112,2014-10-12 21:05:12.768000256,ETD
Dittler u.,-1.44,3.0528,3.0528,2014-03-17 11:42:35.424000256,ETD
Zibar m.,10.656,1.7568,1.7568,2014-02-24 13:22:50.591999744,ETD
Lomoz f.,4.464,2.4048,2.4048,2014-02-20 08:46:19.200000000,ETD
Lomoz f.,1.728,2.16,2.16,2014-02-20 08:43:38.496000256,ETD
Garlitz j.,5.904,1.6128,1.6128,2014-01-17 20:44:48.480000000,ETD
René r.,10.224,2.3904,2.3904,2013-11-28 14:44:50.208000000,ETD
Horta f. g.,-62.928,3.3984,3.3984,2013-11-28 13:31:41.088000256,ETD
"Logan v., lewis k.",6.768,1.5552,1.5552,2013-10-21 22:08:00.671999744,ETD
Nicolaj haarup,-8.064,10.0944,10.0944,2013-03-26 12:34:56.928000256,ETD
Schteinman g. m.,-1.872,1.4688,1.4688,2012-12-28 14:03:24.480000256,ETD
Arena c.,-7.776,2.0016,2.0016,2012-12-24 09:27:13.824000000,ETD
Horta f. g.,4.608,2.6352,2.6352,2012-11-12 12:35:54.816000256,ETD
Shadic s.,0.576,1.728,1.728,2012-04-08 18:12:56.736000256,ETD
Armentrout w.,-51.12,1.1232,1.1232,2012-03-14 14:18:59.328000000,ETD
Naves r.,0.432,1.5264,1.5264,2012-03-10 10:40:09.120000000,ETD
"Makely n., hutcheson m.",3.456,1.0368,1.0368,2012-02-01 18:09:52.704000000,ETD
Garcia f.,4.32,1.9872,1.9872,2012-01-24 09:10:06.527999744,ETD
Naves r.,-1.44,2.0016,2.0016,2012-01-24 09:04:17.471999744,ETD
Shadic s.,-4.32,2.3472,2.3472,2012-01-11 19:30:19.008000256,ETD
Dax t.,5.472,1.7136,1.7136,2012-01-07 15:09:46.656000000,ETD
Lopesino j.,4.608,2.3904,2.3904,2012-01-03 10:38:28.896000000,ETD
Gaitan j.,-1.584,2.1024,2.1024,2012-01-03 10:32:19.104000000,ETD
Naves r.,-4.464,1.6128,1.6128,2012-01-03 10:29:30.624000000,ETD
Shadic s.,2.016,1.7712,1.7712,2011-10-15 20:58:56.928000000,ETD
Shadic s.,3.6,1.512,1.512,2011-03-24 16:12:41.471999744,ETD
Vrašťák m.,5.04,2.3904,2.3904,2011-02-23 08:41:31.488000000,ETD
