observer,oc,oceu,ocel,date,source
Yves Jongen,18.7,4.3,4.3,2022-04-21 18:47:28.911362816,ExoClock observation
Yves Jongen,12.3,1.6,1.6,2022-03-13 19:04:22.051190528,ExoClock observation
Anaël Wünsche,4.8,2.3,2.3,2022-02-28 19:04:37.764482816,ExoClock observation
