date,observer,oc,oce,source
2021-09-24,Jeff Purcell,-1.8,1.2,ExoClock observation
2021-09-21,Yves Jongen,-1.6,0.4,ExoClock observation
2021-07-30,Paolo Arcangelo Matassa,-1.0,0.9,ExoClock observation
2021-07-30,Claudio Lopresti,-0.4,0.4,ExoClock observation
2020-09-14,Andrea Tomacelli,-1.7,4.3,ExoClock observation
2020-08-12,Yves Jongen,1.0,0.4,ExoClock observation
2020-08-09,Martin Smith,0.8,1.2,ExoClock observation
2020-08-05,Pavel Pintr,-0.6,1.0,ExoClock observation
2020-08-05,Marc Bretton,0.2,0.3,ExoClock observation
2020-07-30,Iakovos Strikis,-0.4,1.2,ExoClock observation
2020-07-09,Yves Jongen,-1.5,0.7,ExoClock observation
2020-06-24,Adrian Jones,-1.3,0.7,ExoClock observation
2020-06-24,Patrick Brandebourg,-0.8,0.7,ExoClock observation
2019-08-09,Nikolaos Paschalis,1.0,0.7,ExoClock observation
2019-06-28,Ana\xc3\xabl W\xc3\xbcnsche,-2.1,0.4,ExoClock observation
2019-06-24,Dim Stouraitis,-0.0,0.6,ExoClock observation
2017-08-12,Ana\xc3\xabl W\xc3\xbcnsche,0.9,0.3,ExoClock observation
2017-07-04,Ana\xc3\xabl W\xc3\xbcnsche,-0.4,0.3,ExoClock observation
2016-08-22,Kirk et al. 2018,0.3,0.2,ExoClock literature
2016-08-18,Kirk et al. 2018,0.2,0.1,ExoClock literature
2016-07-03,Ana\xc3\xabl W\xc3\xbcnsche,-0.8,1.0,ExoClock observation
2015-07-10,Marc Deldem,-1.7,0.6,ExoClock observation
2014-06-16,Turner et al. 2017,-3.1,1.3,ExoClock literature
2013-10-07,Fukui et al. 2014,-0.3,0.2,ExoClock literature
2013-09-22,Fukui et al. 2014,0.4,0.3,ExoClock literature
2013-08-22,Fukui et al. 2014,0.7,0.2,ExoClock literature
2013-08-13,Fukui et al. 2014,-0.2,0.2,ExoClock literature
2013-07-16,Fukui et al. 2014,-0.5,0.1,ExoClock literature
2013-06-16,Mancini et al. 2014,-0.1,0.2,ExoClock literature
2013-06-16,Mancini et al. 2014,-0.0,0.1,ExoClock literature
2013-06-16,Mancini et al. 2014,0.1,0.1,ExoClock literature
2013-06-16,Mancini et al. 2014,0.1,0.1,ExoClock literature
2013-06-16,Mancini et al. 2014,0.1,0.1,ExoClock literature
2012-07-16,Triaud et al. 2013,-0.1,0.1,ExoClock literature
