observer,oc,oceu,ocel,date,source
Carmelo Falco,-0.4,0.7,0.7,2021-08-31 09:06:39.360014592,ExoClock observation
Jean plazas,-2.88,,,2021-07-27 13:33:04.895999744,ETD
Pedro martorell,1.008,1.08,1.08,2020-09-13 09:07:08.543999744,ETD
Martin Smith,0.8,2.2,2.2,2020-09-13 09:06:55.286381568,ExoClock observation
Nikolaos Paschalis,-0.9,1.6,1.6,2020-09-13 09:05:13.286411776,ExoClock observation
Josep gaitan,-1.584,1.0944,1.0944,2020-09-13 09:04:36.480000000,ETD
Adrian Jones,-2.7,1.2,1.2,2020-09-13 09:03:25.286394112,ExoClock observation
Anaël Wünsche,-0.3,1.7,1.7,2020-07-13 11:43:53.932819968,ExoClock observation
Anaël wünsche,-1.296,1.5552,1.5552,2020-07-13 11:42:51.840000256,ETD
Manfred Raetz,-3.8,1.2,1.2,2020-07-13 11:40:23.932792320,ExoClock observation
Manfred raetz,-4.608,1.08,1.08,2020-07-13 11:39:34.848000256,ETD
Marc bretton,-2.88,0.8352,0.8352,2019-09-27 09:02:20.832000000,ETD
Anaël Wünsche,-2.9,0.6,0.6,2019-09-27 09:02:17.212814336,ExoClock observation
Fertil jonathan,5.616,1.7712,1.7712,2019-09-19 15:30:37.727999744,ETD
José da silva,-3.456,0.8208,0.8208,2019-08-31 07:10:56.064000000,ETD
Don carona,-2.736,2.8944,2.8944,2018-11-02 14:02:17.088000000,ETD
František lomoz,-4.32,2.9232,2.9232,2017-09-22 10:18:02.880000000,ETD
František lomoz,-22.176,2.2176,2.2176,2017-09-22 10:00:14.975999744,ETD
Murgas et al. 2020,1.1,0.2,0.2,2016-10-05 10:22:31.315207680,ExoClock literature
Don rea,-3.456,0.7488,0.7488,2016-08-27 17:56:46.463999744,ETD
Tsiaras et al. 2018,0.6,0.3,0.3,2016-08-16 03:30:27.590408960,ExoClock literature
Jens jacobsen,-0.432,1.6128,1.6128,2015-08-22 09:48:12.671999744,ETD
"Raetz, kerstin ; raetz, stefanie",-2.16,1.6848,1.6848,2015-08-22 09:46:28.992000000,ETD
A. marino,3.744,2.5344,2.5344,2015-08-18 13:02:21.119999744,ETD
A. marino,-1.296,4.2912,4.2912,2015-08-18 12:57:18.720000000,ETD
A. marino ,17.568,3.6288,3.6288,2015-07-26 08:15:28.512000256,ETD
Anderson et al. 2014,-0.6,0.3,0.3,2011-07-05 20:01:13.353588480,ExoClock literature
