date,observer,oc,oce,source
2021-11-12,Yves Jongen,-4.0,0.7,ExoClock observation
2021-11-10,Yves Jongen,-1.0,0.9,ExoClock observation
2021-10-10,Yves Jongen,-2.4,0.9,ExoClock observation
2021-08-21,Yves Jongen,-1.5,0.7,ExoClock observation
2020-12-01,Yves Jongen,0.5,1.0,ExoClock observation
2020-10-10,Yves Jongen,0.4,1.0,ExoClock observation
2020-10-08,Yves Jongen,0.2,0.7,ExoClock observation
2020-10-04,Yves Jongen,-1.4,1.4,ExoClock observation
2020-09-13,Yves Jongen,-0.1,0.9,ExoClock observation
2013-05-25,Hellier et al. 2014,-0.0,0.3,ExoClock literature
