date,observer,oc,oceu,ocel,source
2021-11-24 06:24:09.791999744,"Francesco scaggiante, danilo zardin,marco fiaschi",-1.44,1.4832,1.4832,ETD
2021-09-24 08:27:54.144000000,Nello ruocco,-1.44,2.088,2.088,ETD
2021-07-28 10:02:58.271999744,Albert morral,11.232,2.3328,2.3328,ETD
2021-06-06 09:53:22.847999744,Yves jongen,1.44,1.1664,1.1664,ETD
2021-06-03 10:32:41.568000000,Claudio lopresti,-0.432,1.2384,1.2384,ETD
2021-05-31 11:06:23.327999744,M. mollica,-7.92,2.592,2.592,ETD
2021-04-18 09:11:32.928000000,Veli-pekka hentunen,0.576,1.9584,1.9584,ETD
2021-04-09 11:14:21.983999744,"Baransky a., solomakha m., nagurna a., lobodenko m.",-0.0,1.9296,1.9296,ETD
2020-09-04 13:18:02.016000256,Jean plazas,-0.576,,,ETD
2020-06-01 11:15:08.639999744,Etienne bertrand,-0.288,3.5424,3.5424,ETD
2020-02-06 14:05:34.943999744,Veli-pekka hentunen,5.184,4.5072,4.5072,ETD
2019-09-24 09:13:28.703999744,Luis tremosa,0.576,2.304,2.304,ETD
2019-09-24 09:13:04.512000256,"Francesco scaggiante, danilo zardin,marco fiaschi",0.144,1.7568,1.7568,ETD
2019-09-12 12:00:46.656000000,Yves jongen,3.312,1.4688,1.4688,ETD
2019-07-28 10:38:31.488000256,Yves jongen,3.168,1.1232,1.1232,ETD
2019-07-25 11:19:13.152000256,Ramon naves,2.736,1.3392,1.3392,ETD
2019-07-25 11:15:17.280000256,Manfred raetz,-1.296,1.1808,1.1808,ETD
2019-07-22 12:08:11.615999744,Ramon naves nogues,10.512,1.4832,1.4832,ETD
2019-07-19 12:39:40.320000000,Pere guerra,0.864,1.7424,1.7424,ETD
2019-07-16 13:21:39.743999744,Sjoerd dufoer,1.728,2.9232,2.9232,ETD
2019-05-31 11:59:28.031999744,Manfred raetz,1.584,0.9792,0.9792,ETD
2019-05-31 11:59:15.072000000,Lamothe thomas- lycée despiau,1.44,0.648,0.648,ETD
2019-05-25 13:16:46.848000000,Pere guerra,-3.312,2.7072,2.7072,ETD
2019-04-15 10:27:48.672000256,Veli-pekka hentunen,-7.92,2.016,2.016,ETD
2018-09-22 09:51:20.159999744,Sjoerd dufoer,-3.888,1.584,1.584,ETD
2018-07-26 11:20:03.264000256,Yves jongen,2.304,2.7792,2.7792,ETD
2018-06-04 11:20:39.552000000,Tomasz popajewski,2.736,2.3472,2.3472,ETD
2017-11-23 07:50:03.552000000,Mario morales,-2.736,3.4848,3.4848,ETD
2017-11-20 08:27:29.952000000,Juan-luis g. carballo,-6.48,1.728,1.728,ETD
2017-06-05 11:20:30.047999744,Marc bretton,1.296,0.7632,0.7632,ETD
2017-06-02 12:02:34.656000256,M. hoecherl,2.304,4.2048,4.2048,ETD
2017-04-08 12:56:36.384000000,M. höcherl,14.976,11.4768,11.4768,ETD
2016-10-10 18:11:31.200000256,"Rachel waddell, selin berk",0.144,1.3536,1.3536,ETD
2016-09-15 12:03:15.264000000,"Š. gajdoš, j. šubjak",2.016,1.008,1.008,ETD
2016-09-09 13:28:18.911999744,Planete sciences,4.752,1.584,1.584,ETD
2016-07-31 10:39:03.455999744,David molina,-0.0,2.232,2.232,ETD
2016-07-31 10:38:31.488000256,Marc bretton,-0.576,0.6336,0.6336,ETD
2015-11-29 07:05:19.968000000,A. marino,-8.784,2.952,2.952,ETD
2015-11-11 11:38:31.776000256,Olivier gerteis,17.424,36.792,36.792,ETD
2015-09-23 10:34:01.056000000,Marc bretton,-6.048,2.5344,2.5344,ETD
2015-08-05 09:47:02.688000000,Massimo banfi,-12.096,1.4976,1.4976,ETD
2015-07-30 11:25:23.808000000,Marc bretton,3.888,1.8576,1.8576,ETD
2015-06-05 12:08:32.352000000,Marc bretton,5.76,0.8064,0.8064,ETD
2015-06-05 12:08:09.888000000,Marc bretton,5.328,2.0448,2.0448,ETD
2015-06-05 12:07:24.959999744,David molina,4.608,2.6928,2.6928,ETD
2015-06-05 12:05:11.904000000,František lomoz,2.448,2.5776,2.5776,ETD
2015-06-05 11:57:40.896000000,Juan lozano de haro,-5.04,1.7856,1.7856,ETD
2015-06-05 11:57:00.288000256,František lomoz,-5.76,2.9808,2.9808,ETD
2015-06-02 12:40:57.216000256,Ramon naves,-3.024,2.0448,2.0448,ETD
2015-05-30 13:29:19.392000000,Juanjo gonzalez,4.176,1.1808,1.1808,ETD
2015-05-27 14:06:05.184000000,David molina,-0.144,2.448,2.448,ETD
2014-09-27 10:01:21.503999744,Bretton m.,1.152,1.0512,1.0512,ETD
2014-09-27 09:56:05.280000256,Raymond k.,-4.032,5.0256,5.0256,ETD
2014-09-21 11:23:46.176000256,Garcia f.,1.296,1.584,1.584,ETD
2014-07-22 13:28:36.192000000,"Benavides, r.",2.448,2.8944,2.8944,ETD
2014-07-07 16:52:11.424000000,Mike miller,0.288,,,ETD
2014-06-09 11:22:39.647999744,Aaav astrofili valdera,-0.144,,,ETD
2014-06-09 11:18:21.312000256,Zibar m.,-4.464,3.3984,3.3984,ETD
2014-06-06 12:10:28.991999744,Trnka j.,6.48,3.2112,3.2112,ETD
2014-06-06 12:03:37.728000256,Zibar m.,-0.432,2.0736,2.0736,ETD
2013-11-28 07:56:07.296000000,René r.,-1.728,2.1312,2.1312,ETD
2013-11-28 07:54:29.664000256,Horta f. g.,-3.312,2.4048,2.4048,ETD
2013-11-04 13:29:43.584000000,Benni p.,2.736,2.0592,2.0592,ETD
2013-11-01 14:08:36.384000256,Benni p.,0.432,1.6128,1.6128,ETD
2013-10-07 08:07:06.528000000,Hentunen v. p.,9.216,2.3904,2.3904,ETD
2013-09-28 09:59:55.104000000,Zibar m.,-1.44,1.944,1.944,ETD
2013-09-22 11:27:33.407999744,Benishek v.,3.888,2.3328,2.3328,ETD
2013-09-22 11:23:19.392000000,Garcia f.,-0.432,1.6416,1.6416,ETD
2013-09-13 13:34:11.424000256,Martin l. j.,7.056,2.0592,2.0592,ETD
2013-09-04 15:37:28.127999744,Benni p.,6.768,1.7568,1.7568,ETD
2013-08-10 09:18:55.296000256,Gaitan j.,-1.584,2.3184,2.3184,ETD
2013-08-04 10:41:51.936000256,Benishek v.,-0.864,1.152,1.152,ETD
2013-08-04 10:35:15.360000000,"Mravik j., grnja j.",-7.488,4.4352,4.4352,ETD
