date,observer,oc,oceu,ocel,source
2021-08-18 07:24:15.833047552,Transiting Exoplanet Survey Satelite,4.268486872315407,86.00507967174053,83.69160197675228,TESS
2021-08-18 06:50:09.008824832,Transiting Exoplanet Survey Satelite,-33.91810543835163,90.0955630838871,85.74882008135319,TESS
2021-08-09 01:13:51.113563392,Transiting Exoplanet Survey Satelite,32.14529536664486,97.03599482774734,77.84146271646023,TESS
2021-08-09 01:01:35.434069760,Transiting Exoplanet Survey Satelite,25.30652940273285,97.36710079014301,114.4022387266159,TESS
2021-08-09 01:01:35.434069760,Transiting Exoplanet Survey Satelite,25.30652940273285,97.367100790143,114.4022387266159,TESS
2021-07-30 18:22:55.182522880,Transiting Exoplanet Survey Satelite,17.90466047823429,155.8502208441496,279.70133140683174,TESS
2021-07-30 18:04:23.324260608,Transiting Exoplanet Survey Satelite,-16.9031772762537,156.33236400783062,280.3299694508314,TESS
2021-07-21 10:38:36.628539648,Transiting Exoplanet Survey Satelite,-45.85242949426174,58.74919183552265,71.23664036393166,TESS
2021-07-21 10:33:43.550547712,Transiting Exoplanet Survey Satelite,-51.29863075911999,60.040768682956696,67.38574661314487,TESS
2021-07-12 07:14:28.073008896,Transiting Exoplanet Survey Satelite,139.85211610794067,65.48565968871117,110.1941230148077,TESS
2021-07-12 07:06:24.008967936,Transiting Exoplanet Survey Satelite,128.20977799594402,59.51692253351212,87.72599704563618,TESS
2021-07-02 20:56:53.197432576,Transiting Exoplanet Survey Satelite,-70.14962151646614,94.70247566699982,55.05211271345616,TESS
2021-07-02 20:56:53.197432576,Transiting Exoplanet Survey Satelite,-70.14962151646614,94.70247566699982,55.052112713456154,TESS
2021-07-02 20:56:29.883175424,Transiting Exoplanet Survey Satelite,-75.5262603610754,61.88115835189819,51.565178632736206,TESS
2012-07-20 21:25:35.328000000,Mitchell d.,36.72,4.3632,4.3632,ETD
2011-03-07 08:48:33.120000000,"S. ballard et al., 2011",-3.6,1.152,1.152,ETD
2011-02-26 01:52:46.848000000,"S. ballard et al., 2011",-6.192,1.872,1.872,ETD
2011-02-16 19:02:42.720000256,"S. ballard et al., 2011",-2.88,1.44,1.44,ETD
2011-02-07 12:11:20.831999744,"S. ballard et al., 2011",-1.008,1.584,1.584,ETD
2011-01-29 05:18:10.080000256,"S. ballard et al., 2011",-0.864,1.152,1.152,ETD
2011-01-19 22:25:29.568000256,"S. ballard et al., 2011",-0.288,1.584,1.584,ETD
2011-01-10 15:34:01.632000256,"S. ballard et al., 2011",1.44,1.728,1.728,ETD
2010-12-13 18:55:30.719999744,"S. ballard et al., 2011",2.736,1.44,1.44,ETD
2010-12-04 11:59:38.400000256,"S. ballard et al., 2011",0.144,1.584,1.584,ETD
2010-11-25 05:14:52.224000000,"S. ballard et al., 2011",8.64,2.016,2.016,ETD
2010-11-15 22:18:23.616000000,"S. ballard et al., 2011",5.472,1.584,1.584,ETD
2010-11-06 15:23:25.728000000,"S. ballard et al., 2011",3.744,1.152,1.152,ETD
2010-10-28 08:32:51.360000000,"S. ballard et al., 2011",6.48,2.016,2.016,ETD
2010-10-19 01:34:52.895999744,"S. ballard et al., 2011",1.728,2.736,2.736,ETD
2010-10-09 18:39:12.672000000,"S. ballard et al., 2011",-0.576,1.296,1.296,ETD
2010-09-30 11:49:14.592000256,"S. ballard et al., 2011",2.736,1.872,1.872,ETD
2010-09-21 04:51:28.223999744,"S. ballard et al., 2011",-1.872,5.472,5.472,ETD
2010-09-11 22:00:41.760000000,"S. ballard et al., 2011",0.72,1.728,1.728,ETD
2010-09-02 15:04:37.344000256,"S. ballard et al., 2011",-2.16,3.168,3.168,ETD
2010-08-24 08:13:33.600000256,"S. ballard et al., 2011",0.144,2.016,2.016,ETD
2010-08-15 01:17:29.183999744,"S. ballard et al., 2011",-2.736,5.616,5.616,ETD
2010-08-05 18:24:18.432000256,"S. ballard et al., 2011",-2.592,1.872,1.872,ETD
2010-07-27 11:30:44.351999744,"S. ballard et al., 2011",-2.88,2.016,2.016,ETD
2010-07-18 04:36:10.655999744,"S. ballard et al., 2011",-4.176,2.016,2.016,ETD
2010-07-08 21:41:17.952000256,"S. ballard et al., 2011",-5.76,1.872,1.872,ETD
2010-06-29 14:51:55.296000000,"S. ballard et al., 2011",-1.872,1.584,1.584,ETD
2010-06-20 07:57:39.744000000,"S. ballard et al., 2011",-2.88,1.872,1.872,ETD
2010-06-11 01:01:47.423999744,"S. ballard et al., 2011",-5.472,1.584,1.584,ETD
2010-06-01 18:08:18.528000256,"S. ballard et al., 2011",-5.76,5.904,5.904,ETD
2010-05-23 11:14:44.447999744,"S. ballard et al., 2011",-6.048,2.16,2.16,ETD
2010-05-14 04:21:46.656000256,"S. ballard et al., 2011",-5.76,1.296,1.296,ETD
2010-05-04 21:29:47.615999744,"S. ballard et al., 2011",-4.464,1.584,1.584,ETD
2010-04-25 14:38:37.823999744,"S. ballard et al., 2011",-2.304,1.584,1.584,ETD
2010-04-16 07:43:45.120000256,"S. ballard et al., 2011",-3.888,2.016,2.016,ETD
2010-04-07 00:51:34.847999744,"S. ballard et al., 2011",-2.736,1.44,1.44,ETD
2010-03-28 18:01:48.863999744,"S. ballard et al., 2011",0.72,2.16,2.16,ETD
2010-03-10 04:19:40.512000256,"S. ballard et al., 2011",5.04,1.728,1.728,ETD
2010-02-28 21:25:05.952000000,"S. ballard et al., 2011",3.744,1.584,1.584,ETD
2010-02-19 14:31:56.064000000,"S. ballard et al., 2011",3.888,1.296,1.296,ETD
2010-02-10 07:39:39.744000000,"S. ballard et al., 2011",4.896,1.296,1.296,ETD
2010-02-01 00:47:47.616000256,"S. ballard et al., 2011",6.336,2.016,2.016,ETD
2010-01-22 17:54:06.623999744,"S. ballard et al., 2011",5.904,1.296,1.296,ETD
2010-01-13 11:01:08.832000256,"S. ballard et al., 2011",6.192,3.456,3.456,ETD
2010-01-04 04:08:40.416000000,"S. ballard et al., 2011",7.056,1.44,1.44,ETD
2009-12-07 07:26:03.263999744,"S. ballard et al., 2011",4.176,1.296,1.296,ETD
2009-11-28 00:32:47.328000256,"S. ballard et al., 2011",4.176,1.44,1.44,ETD
2009-11-09 10:42:44.639999744,"S. ballard et al., 2011",0.72,1.872,1.872,ETD
2009-10-31 03:49:46.848000256,"S. ballard et al., 2011",1.008,2.736,2.736,ETD
2009-10-21 20:53:54.528000000,"S. ballard et al., 2011",-1.584,2.88,2.88,ETD
2009-10-03 07:04:16.031999744,"S. ballard et al., 2011",-4.752,1.584,1.584,ETD
2009-09-24 00:12:23.040000000,"S. ballard et al., 2011",-3.312,2.016,2.016,ETD
2009-09-14 17:27:30.816000256,"S. ballard et al., 2011",5.04,3.312,3.312,ETD
2009-09-05 10:26:44.736000000,"S. ballard et al., 2011",-2.448,4.032,4.032,ETD
2009-08-27 03:33:34.848000000,"S. ballard et al., 2011",-2.304,3.312,3.312,ETD
2009-08-17 20:38:17.952000000,"S. ballard et al., 2011",-4.32,3.312,3.312,ETD
2009-08-08 13:48:07.775999744,"S. ballard et al., 2011",-1.152,4.032,4.032,ETD
2009-07-30 06:55:51.456000000,"S. ballard et al., 2011",-0.144,3.312,3.312,ETD
2009-07-20 23:59:34.943999744,"S. ballard et al., 2011",-3.168,4.032,4.032,ETD
2009-07-11 17:04:12.863999744,"S. ballard et al., 2011",-5.328,3.312,3.312,ETD
2009-06-23 03:20:40.704000000,"S. ballard et al., 2011",-2.304,3.744,3.744,ETD
2009-06-13 20:29:42.144000000,"S. ballard et al., 2011",0.0,3.6,3.6,ETD
2009-06-04 13:30:25.920000000,"S. ballard et al., 2011",-6.048,3.312,3.312,ETD
2009-05-26 06:42:27.936000000,"S. ballard et al., 2011",-0.72,3.456,3.456,ETD
2009-05-16 23:44:05.280000000,"S. ballard et al., 2011",-5.76,4.032,4.032,ETD
2009-05-07 16:58:42.815999744,"S. ballard et al., 2011",2.16,2.592,2.592,ETD
2009-05-07 16:56:35.808000256,"S. ballard et al., 2011",0.0,0.5184,0.5184,ETD
