observer,oc,oceu,ocel,date,source
Lycee notre dame esperance,26.496,1.7424,1.7424,2022-01-26 08:37:07.968000000,ETD
Giuseppe marino & students 4^ i,21.312,1.2096,1.2096,2022-01-26 08:31:57.792000000,ETD
Mario morales,8.928,0.6912,0.6912,2022-01-26 08:19:33.888000256,ETD
Matthieu Bachschmidt,1.1,0.4,0.4,2021-12-31 07:09:52.636804352,ExoClock observation
Matthieu bachschmidt,18.864,0.576,0.576,2021-12-31 07:07:01.056000256,ETD
Mohammad fadel talafha,20.304,1.5984,1.5984,2021-12-05 05:45:55.008000000,ETD
aziz kaeouach,0.1,1.4,1.4,2021-12-01 12:25:55.152015360,ExoClock observation
Andre Kovacs,0.4,2.0,2.0,2021-11-27 19:05:50.966419200,ExoClock observation
Paolo Arcangelo Matassa,3.0,2.9,2.9,2021-11-20 08:27:42.595179776,ExoClock observation
Dominique DANIEL,-6.0,2.7,2.7,2021-11-20 08:18:42.595171584,ExoClock observation
Andre Kovacs,0.4,3.2,3.2,2021-11-12 21:44:22.223982848,ExoClock observation
Robert Roth,1.0,0.3,0.3,2021-11-05 11:04:13.852790528,ExoClock observation
Giorgio Baj,0.5,0.9,0.9,2021-11-05 11:03:43.852792320,ExoClock observation
Giovanni Battista Casalnuovo,-0.7,0.7,0.7,2021-11-05 11:02:31.852780544,ExoClock observation
Veli-pekka hentunen,18.0,0.9504,0.9504,2021-08-30 10:54:21.023999744,ETD
Fabio Mortari,0.4,2.3,2.3,2021-02-25 07:58:29.232008448,ExoClock observation
Fabio mortari,19.296,2.5488,2.5488,2021-02-25 07:57:57.024000000,ETD
"Francesco scaggiante, danilo zardin,marco fiaschi",18.144,0.7488,0.7488,2021-01-15 09:12:55.008000256,ETD
Martin Smith,1.1,1.0,1.0,2020-12-31 11:53:38.448016128,ExoClock observation
Leon Bewersdorff,-1.5,1.2,1.2,2020-11-20 13:06:58.406407424,ExoClock observation
Manfred Raetz,-1.5,0.7,0.7,2020-11-05 15:45:29.664011264,ExoClock observation
Manfred raetz,16.704,0.6912,0.6912,2020-11-05 15:44:37.536000000,ETD
Adrian Jones,1.5,0.9,0.9,2020-09-14 13:03:19.065613824,ExoClock observation
Simon Dawes,-0.9,1.0,1.0,2020-09-14 13:00:55.065630464,ExoClock observation
Yves Jongen,2.5,0.7,0.7,2020-09-10 19:43:56.879991040,ExoClock observation
Krzysztof Bernacki,-1.8,3.6,3.6,2020-08-19 11:37:25.766387968,ExoClock observation
