,date,observer,oc,oce,source
0,2022-03-16,Yves Jongen,9.4,8.6,ExoClock observation
1,2022-03-06,Yves Jongen,8.2,4.3,ExoClock observation
2,2022-02-01,Ana\xc3\xabl W\xc3\xbcnsche,6.6,2.2,ExoClock observation
3,2021-02-16,Yves Jongen,3.9,4.3,ExoClock observation
