date,observer,oc,oce,source
2021-09-23,Yves Jongen,0.2,1.0,ExoClock observation
2020-10-07,Ana\xc3\xabl W\xc3\xbcnsche,-1.1,1.2,ExoClock observation
2020-08-29,Nikolaos Paschalis,1.8,1.7,ExoClock observation
2020-08-17,Francois Regembal,-3.2,2.3,ExoClock observation
2020-08-04,Yves Jongen,4.3,1.4,ExoClock observation
2018-09-21,Alderson et al. 2020,0.4,0.4,ExoClock literature
2017-09-22,Alderson et al. 2020,-1.0,0.4,ExoClock literature
2017-09-10,Alderson et al. 2020,0.4,0.3,ExoClock literature
2016-10-20,Ana\xc3\xabl W\xc3\xbcnsche,1.0,1.6,ExoClock observation
2013-09-22,Seeliger et al. 2015,-0.3,1.1,ExoClock literature
2012-09-11,Ciceri et al. 2013,1.4,1.1,ExoClock literature
2012-09-11,Ciceri et al. 2013,0.4,0.5,ExoClock literature
2012-09-11,Chen et al. 2020,-0.2,1.0,ExoClock literature
2012-08-16,Seeliger et al. 2015,-1.8,1.7,ExoClock literature
2011-08-24,Seeliger et al. 2015,-2.9,1.6,ExoClock literature
2008-10-03,Bouchy et al. 2010,-3.6,3.2,ExoClock literature
