,date,observer,oc,oce,source
0,2022-02-28,Yves Jongen,9.3,1.7,ExoClock observation
1,2022-02-28,Ana\xc3\xabl W\xc3\xbcnsche,3.8,1.3,ExoClock observation
2,2022-02-15,Yves Jongen,11.2,1.9,ExoClock observation
3,2021-03-24,Yves Jongen,9.9,1.2,ExoClock observation
4,2021-02-13,Yves Jongen,7.8,1.4,ExoClock observation
