2458955.7979961592 1.0002323389 0.0001291728 TESS
2458955.7993850601 1.0001994371 0.0001291722 TESS
2458955.8007739605 1.0002676249 0.0001291716 TESS
2458955.8021628610 0.9998354912 0.0001291090 TESS
2458955.8035517624 1.0003401041 0.0001291630 TESS
2458955.8049406637 1.0002011061 0.0001291603 TESS
2458955.8063295642 1.0003856421 0.0001292151 TESS
2458955.8077184646 1.0002206564 0.0001291864 TESS
2458955.8091073656 1.0001436472 0.0001291875 TESS
2458955.8104962665 1.0000300407 0.0001291270 TESS
2458955.8118851674 1.0002011061 0.0001291705 TESS
2458955.8132740678 1.0005754232 0.0001291820 TESS
2458955.8146629687 1.0002632141 0.0001291498 TESS
2458955.8160518697 1.0007317066 0.0001292069 TESS
2458955.8174407701 1.0004572868 0.0001291801 TESS
2458955.8188296710 1.0002188683 0.0001291658 TESS
2458955.8202185715 0.9999274611 0.0001291609 TESS
2458955.8216074724 1.0001537800 0.0001291555 TESS
2458955.8229963733 1.0005708933 0.0001291823 TESS
2458955.8243852737 1.0000381470 0.0001291617 TESS
2458955.8257741742 1.0000807047 0.0001291619 TESS
2458955.8271630760 1.0004439354 0.0001292036 TESS
2458955.8285519760 1.0003705025 0.0001291826 TESS
2458955.8299408769 0.9998843074 0.0001291411 TESS
2458955.8313297774 1.0004388094 0.0001291984 TESS
2458955.8327186778 0.9998637438 0.0001291523 TESS
2458955.8341075787 0.9999656677 0.0001291690 TESS
2458955.8354964801 0.9998464584 0.0001291442 TESS
2458955.8368853801 1.0001488924 0.0001291573 TESS
2458955.8382742805 1.0003784895 0.0001291628 TESS
2458955.8396631810 0.9998417497 0.0001291556 TESS
2458955.8410520824 1.0001040697 0.0001291422 TESS
2458955.8424409828 1.0001202822 0.0001291712 TESS
2458955.8438298837 1.0004597902 0.0001291960 TESS
2458955.8452187842 0.9999216199 0.0001291241 TESS
2458955.8466076846 1.0003070831 0.0001291734 TESS
2458955.8479965851 1.0000028610 0.0001291727 TESS
2458955.8493854860 1.0000010729 0.0001291731 TESS
2458955.8507743869 0.9999601245 0.0001291456 TESS
2458955.8521632878 1.0000191927 0.0001291604 TESS
2458955.8535521878 1.0001982450 0.0001291779 TESS
2458955.8549410887 0.9997909665 0.0001291556 TESS
2458955.8563299892 1.0002480745 0.0001291924 TESS
2458955.8577188896 1.0001444817 0.0001292002 TESS
2458955.8591077905 1.0000113249 0.0001291780 TESS
2458955.8604966910 0.9999707937 0.0001291597 TESS
2458955.8618855914 0.9999278188 0.0001291404 TESS
2458955.8632744923 0.9998391867 0.0001291478 TESS
2458955.8646633928 1.0000432730 0.0001291711 TESS
2458955.8660522932 1.0001035929 0.0001291684 TESS
2458955.8674411937 1.0000697374 0.0001291613 TESS
2458955.8688300946 1.0001891851 0.0001291828 TESS
2458955.8702189950 1.0001351833 0.0001291796 TESS
2458955.8716078955 0.9999406338 0.0001291788 TESS
2458955.8729967964 1.0000550747 0.0001291657 TESS
2458955.8743856964 1.0000286102 0.0001291642 TESS
2458955.8757745973 0.9999780655 0.0001291537 TESS
2458955.8771634977 1.0001890659 0.0001291794 TESS
2458955.8785523982 0.9999299645 0.0001291651 TESS
2458955.8799412986 1.0000258684 0.0001291782 TESS
2458955.8813301995 1.0000663996 0.0001291649 TESS
2458955.8827191000 1.0000869036 0.0001291716 TESS
2458955.8841080004 1.0001833439 0.0001291668 TESS
2458955.8854969009 0.9997376204 0.0001291603 TESS
2458955.8868858018 1.0001612902 0.0001291643 TESS
2458955.8882747018 0.9998983741 0.0001291724 TESS
2458955.8896636027 0.9998958707 0.0001291535 TESS
2458955.8910525031 1.0001862049 0.0001291689 TESS
2458955.8924414041 0.9998373389 0.0001291676 TESS
2458955.8938303040 1.0001609325 0.0001291681 TESS
2458955.8952192045 1.0002415180 0.0001291642 TESS
2458955.8966081054 1.0001344681 0.0001291735 TESS
2458955.8979970054 1.0000499487 0.0001291531 TESS
2458955.8993859063 0.9998872876 0.0001291560 TESS
2458955.9007748067 0.9999203682 0.0001291657 TESS
2458955.9021637072 0.9998759627 0.0001291367 TESS
2458955.9035526081 0.9999670982 0.0001291491 TESS
2458955.9049415081 1.0001753569 0.0001291424 TESS
2458955.9063304085 0.9998660684 0.0001291504 TESS
2458955.9077193090 0.9999681711 0.0001291517 TESS
2458955.9091082094 1.0001801252 0.0001291560 TESS
2458955.9104971099 0.9999395013 0.0001291560 TESS
2458955.9118860103 0.9998207688 0.0001291416 TESS
2458955.9132749108 1.0001493692 0.0001291461 TESS
2458955.9146638121 0.9997352362 0.0001291451 TESS
2458955.9160527121 1.0000852346 0.0001291567 TESS
2458955.9174416121 0.9996822476 0.0001291816 TESS
2458955.9188305130 1.0000990629 0.0001291643 TESS
2458955.9202194130 0.9999292493 0.0001291081 TESS
2458955.9216083130 1.0001442432 0.0001291677 TESS
2458955.9229972144 0.9997568130 0.0001291497 TESS
2458955.9243861148 0.9998262525 0.0001291486 TESS
2458955.9257750148 1.0001578331 0.0001291615 TESS
2458955.9271639152 0.9997156858 0.0001291237 TESS
2458955.9285528162 0.9999446869 0.0001291489 TESS
2458955.9299417161 0.9999946952 0.0001291506 TESS
2458955.9313306166 1.0000430346 0.0001291348 TESS
2458955.9327195170 0.9999932051 0.0001291725 TESS
2458955.9341084179 0.9997514486 0.0001291387 TESS
2458955.9354973179 0.9997314215 0.0001291514 TESS
2458955.9368862184 0.9997705221 0.0001291458 TESS
2458955.9382751188 0.9998142123 0.0001291272 TESS
2458955.9396640197 1.0000125170 0.0001291303 TESS
2458955.9410529202 0.9999704361 0.0001291590 TESS
2458955.9424418202 0.9997522831 0.0001291400 TESS
2458955.9438307206 0.9998980165 0.0001291565 TESS
2458955.9452196211 0.9996195436 0.0001291415 TESS
2458955.9466085210 0.9999380112 0.0001291439 TESS
2458955.9479974220 0.9997057915 0.0001291283 TESS
