2458683.3563151145 1.0051198006 0.0107518435 TESS
2458683.3577040229 1.0021491051 0.0108344611 TESS
2458683.3590929317 1.0094602108 0.0107919248 TESS
2458683.3604818401 0.9928143024 0.0108103538 TESS
2458683.3618707485 0.9891908765 0.0107584829 TESS
2458683.3632596568 0.9943986535 0.0107608279 TESS
2458683.3646485652 0.9961311817 0.0107485233 TESS
2458683.3660374731 1.0018479824 0.0107838297 TESS
2458683.3674263819 1.0047390461 0.0107603986 TESS
2458683.3688152907 1.0061415434 0.0107634664 TESS
2458683.3702041991 0.9973434210 0.0107606864 TESS
2458683.3715931075 1.0118433237 0.0107855136 TESS
2458683.3729820158 1.0167406797 0.0107722012 TESS
2458683.3743709242 1.0030477047 0.0107531762 TESS
2458683.3757598330 0.9959939718 0.0107462937 TESS
2458683.3771487409 0.9889981151 0.0107508525 TESS
2458683.3785376493 0.9912241101 0.0107598398 TESS
2458683.3799265577 1.0039498806 0.0107618216 TESS
2458683.3813154660 1.0058951378 0.0107702352 TESS
2458683.3827043744 1.0044625998 0.0107778767 TESS
2458683.3840932827 1.0083044767 0.0108085955 TESS
2458683.3854821911 1.0019690990 0.0107581895 TESS
2458683.3868710995 0.9999887943 0.0107840830 TESS
2458683.3882600078 0.9888314009 0.0108157145 TESS
2458683.3896489162 1.0042062998 0.0107565969 TESS
2458683.3910378250 1.0109318495 0.0107699223 TESS
2458683.3924267329 0.9923979044 0.0107521135 TESS
2458683.3938156413 0.9944743514 0.0107498216 TESS
2458683.3952045497 0.9995542169 0.0107745444 TESS
2458683.3965934580 1.0044476986 0.0107580563 TESS
2458683.3979823664 1.0048611164 0.0107512223 TESS
2458683.3993712747 0.9949631095 0.0107357334 TESS
2458683.4007601822 0.9891784787 0.0107495021 TESS
2458683.4021490910 1.0096353292 0.0108250016 TESS
2458683.4035379994 0.9998397231 0.0107605280 TESS
2458683.4049269082 0.9836132526 0.0107520297 TESS
2458683.4063158161 1.0189619064 0.0107954554 TESS
2458683.4077047240 1.0131998062 0.0107691837 TESS
2458683.4090936324 0.9950161576 0.0107468385 TESS
2458683.4104825407 0.9986844063 0.0107626216 TESS
2458683.4118714491 1.0082629919 0.0108056236 TESS
2458683.4132603570 1.0036311150 0.0107860006 TESS
2458683.4146492654 1.0151891708 0.0107791172 TESS
2458683.4160381737 0.9937733412 0.0107489908 TESS
2458683.4174270821 1.0088073015 0.0107622035 TESS
2458683.4188159900 0.9950201511 0.0107592726 TESS
2458683.4202048983 0.9847787619 0.0107497275 TESS
2458683.4215938067 0.9795358181 0.0107424660 TESS
2458683.4229827146 0.9864221811 0.0107541373 TESS
2458683.4243716230 1.0018289089 0.0108060297 TESS
2458683.4257605318 0.9919561744 0.0107506057 TESS
2458683.4271494392 0.9985091090 0.0107585536 TESS
2458683.4285383481 1.0001188517 0.0107543236 TESS
2458683.4299272555 0.9985911846 0.0107544037 TESS
2458683.4313161639 0.9935856462 0.0107661234 TESS
2458683.4327050722 1.0057859421 0.0107602542 TESS
2458683.4340939806 0.9954594970 0.0107924156 TESS
2458683.4354828885 0.9977791309 0.0107408138 TESS
2458683.4368717968 1.0073549747 0.0107687302 TESS
2458683.4382607047 1.0032024384 0.0108348262 TESS
2458683.4396496131 0.9862230420 0.0107467454 TESS
2458683.4410385210 1.0057328939 0.0107774939 TESS
2458683.4424274294 0.9879559278 0.0107516600 TESS
