name,mass,mass_e1,mass_e2,sma,sma_e1,sma_e2,per,per_e1,per_e2,ecc,ecc_e1,ecc_e2,inc,inc_e1,inc_e2,arg,arg_e1,arg_e2,mean,mean_e1,mean_e2
HAT-P-13,1.32,0.06,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HAT-P-13 c,0.013634428332,0.000267341732,-0.000267341732,1.258,0.02,-0.02,1.2218206707734427,0.0006023271731690623,-0.0006023271731690623,0.6616,0.0054,-0.0054,0.0,0.0,0.0,3.05938764582086,0.006108652381980153,-0.006108652381980153,2.782639980527055,2.8192281299835558,2.746087887389331
HAT-P-13 b,0.0008125279068999999,3.62820922e-05,-3.62820922e-05,0.04383,0.00068,-0.00068,0.00798425735797399,4.106776180698152e-08,-4.106776180698152e-08,0.0133,0.0041,-0.0041,0.11519173063162565,0.011868238913561441,-0.011868238913561441,3.6651914291880923,0.47123889803846897,-0.6283185307179586,1.7398363649081376,1.78066333680825,1.6990098129983766
