2458571.4405168542 TESS
2458571.4419057691 TESS
2458571.4432946844 TESS
2458571.4446835998 TESS
2458571.4460725142 TESS
2458571.4474614291 TESS
2458571.4488503449 TESS
2458571.4502392602 TESS
2458571.4516281751 TESS
2458571.4530170891 TESS
2458571.4544060049 TESS
2458571.4557949202 TESS
2458571.4571838351 TESS
2458571.4585727500 TESS
2458571.4599616653 TESS
2458571.4613505802 TESS
2458571.4627394960 TESS
2458571.4641284104 TESS
2458571.4655173253 TESS
2458571.4669062402 TESS
2458571.4682951551 TESS
2458571.4696840704 TESS
2458571.4710729853 TESS
2458571.4724619007 TESS
2458571.4738508160 TESS
2458571.4752397309 TESS
2458571.4766286458 TESS
2458571.4780175611 TESS
2458571.4794064760 TESS
2458571.4807953909 TESS
2458571.4821843058 TESS
2458571.4835732207 TESS
2458571.4849621360 TESS
2458571.4863510509 TESS
2458571.4877399663 TESS
2458571.4891288811 TESS
2458571.4905177965 TESS
2458571.4919067118 TESS
2458571.4932956267 TESS
2458571.4946845416 TESS
2458571.4960734560 TESS
2458571.4974623718 TESS
2458571.4988512862 TESS
2458571.5002402016 TESS
2458571.5016291165 TESS
2458571.5030180318 TESS
2458571.5044069467 TESS
2458571.5057958616 TESS
2458571.5071847769 TESS
2458571.5085736918 TESS
2458571.5099626067 TESS
2458571.5113515216 TESS
2458571.5127404365 TESS
2458571.5141293518 TESS
2458571.5155182667 TESS
2458571.5169071821 TESS
2458571.5182960969 TESS
2458571.5196850123 TESS
2458571.5210739272 TESS
2458571.5224628421 TESS
2458571.5238517569 TESS
2458571.5252406718 TESS
2458571.5266295872 TESS
2458571.5280185021 TESS
2458571.5294074169 TESS
2458571.5307963323 TESS
2458571.5321852472 TESS
2458571.5335741625 TESS
2458571.5349630774 TESS
2458571.5363519923 TESS
2458571.5377409072 TESS
2458571.5391298220 TESS
2458571.5405187369 TESS
2458571.5419076523 TESS
2458571.5432965672 TESS
2458571.5446854825 TESS
2458571.5460743974 TESS
2458571.5474633123 TESS
2458571.5488522281 TESS
2458571.5502411425 TESS
2458571.5516300574 TESS
2458571.5530189723 TESS
2458571.5544078872 TESS
2458571.5557968025 TESS
2458571.5571857174 TESS
2458571.5585746323 TESS
2458571.5599635481 TESS
2458571.5613524625 TESS
2458571.5627413774 TESS
2458571.5641302927 TESS
2458571.5655192081 TESS
2458571.5669081220 TESS
2458571.5682970374 TESS
2458571.5696859523 TESS
2458571.5710748672 TESS
2458571.5724637825 TESS
2458571.5738526974 TESS
2458571.5752416123 TESS
2458571.5766305281 TESS
2458571.5780194425 TESS
2458571.5794083574 TESS
2458571.5807972723 TESS
2458571.5821861872 TESS
2458571.5835751020 TESS
2458571.5849640174 TESS
2458571.5863529323 TESS
2458571.5877418472 TESS
2458571.5891307625 TESS
2458571.5905196774 TESS
2458571.5919085923 TESS
2458571.5932975081 TESS
2458571.5946864225 TESS
2458571.5960753369 TESS
2458571.5974642523 TESS
2458571.5988531671 TESS
2458571.6002420820 TESS
2458571.6016309974 TESS
2458571.6030199123 TESS
2458571.6044088271 TESS
2458571.6057977420 TESS
2458571.6071866574 TESS
2458571.6085755723 TESS
2458571.6099644867 TESS
2458571.6113534020 TESS
2458571.6127423169 TESS
2458571.6141312318 TESS
2458571.6155201471 TESS
2458571.6169090620 TESS
2458571.6182979769 TESS
2458571.6196868918 TESS
2458571.6210758071 TESS
2458571.6224647220 TESS
2458571.6238536364 TESS
2458571.6252425518 TESS
2458571.6266314667 TESS
2458571.6280203816 TESS
2458571.6294092964 TESS
2458571.6307982118 TESS
2458571.6321871267 TESS
2458571.6335760416 TESS
2458571.6349649564 TESS
2458571.6363538718 TESS
2458571.6377427867 TESS
2458571.6391317011 TESS
2458571.6405206160 TESS
2458571.6419095318 TESS
2458571.6432984462 TESS
2458571.6446873611 TESS
2458571.6460762760 TESS
2458571.6474651918 TESS
2458571.6488541062 TESS
2458571.6502430211 TESS
2458571.6516319360 TESS
2458571.6530208504 TESS
2458571.6544097657 TESS
2458571.6557986806 TESS
2458571.6571875955 TESS
2458571.6585765104 TESS
2458571.6599654257 TESS
2458571.6613543406 TESS
2458571.6627432555 TESS
2458571.6641321704 TESS
2458571.6655210853 TESS
2458571.6669100001 TESS
2458571.6682989150 TESS
2458571.6696878299 TESS
2458571.6710767448 TESS
2458571.6724656601 TESS
2458571.6738545750 TESS
2458571.6752434899 TESS
2458571.6766324048 TESS
2458571.6780213201 TESS
2458571.6794102350 TESS
2458571.6807991499 TESS
2458571.6821880643 TESS
2458571.6835769792 TESS
2458571.6849658941 TESS
2458571.6863548090 TESS
2458571.6877437243 TESS
2458571.6891326392 TESS
2458571.6905215541 TESS
2458571.6919104690 TESS
2458571.6932993839 TESS
2458571.6946882987 TESS
2458571.6960772136 TESS
