# Parameter Name     	 	 Median       	 	 Upper 68 CI  	 	 Lower 68 CI 
q1_TESS            	 	 0.5010270240 	 	 0.3304852382 	 	 0.3308306502
q2_TESS            	 	 0.5886965036 	 	 0.2893225499 	 	 0.3825580669
rho                	 	 726.6051665076 	 	 2161.1402787719 	 	 483.5741222511
mflux_TESS         	 	 -0.0000176682 	 	 0.0000206513 	 	 0.0000211308
sigma_w_TESS       	 	 2.5309953748 	 	 15.6022023022 	 	 2.2205750625
GP_sigma_TESS      	 	 0.0001666051 	 	 0.0000189855 	 	 0.0000197179
GP_rho_TESS        	 	 0.3274788265 	 	 0.1547676891 	 	 0.0909581094
r1_p1              	 	 0.8046413008 	 	 0.1153800621 	 	 0.1914571842
r2_p1              	 	 0.0245259489 	 	 0.0052649070 	 	 0.0048068055
p_p1               	 	 0.0245276439 	 	 0.0052722784 	 	 0.0048071848
b_p1               	 	 0.7072821659 	 	 0.1727965895 	 	 0.2872584081
inc_p1             	 	 87.4903073481 	 	 1.2806092766 	 	 1.7539375790
T_p1_TESS_0        	 	 2459398.8728379332 	 	 0.0461859498 	 	 0.0349879288
T_p1_TESS_1        	 	 2459408.3017138080 	 	 0.0339859398 	 	 0.0542656453
T_p1_TESS_2        	 	 2459417.4434794970 	 	 0.0263086441 	 	 0.0319545157
T_p1_TESS_3        	 	 2459426.7530477345 	 	 0.1347554727 	 	 0.2414662261
T_p1_TESS_4        	 	 2459436.0427712277 	 	 0.0544658531 	 	 0.0677864933
T_p1_TESS_5        	 	 2459445.3085165862 	 	 0.0283524413 	 	 0.0515067498
P_p1               	 	 9.2741721418 	 	 0.0165357825 	 	 0.0138475296
a_p1               	 	 14.8912892064 	 	 8.7174087890 	 	 4.5569447148
t0_p1              	 	 2459398.9256863790 	 	 0.0508104940 	 	 0.0457946747
