time,flux,flux_e
2459010.2696991,0.9998179078102112,0.003520993748679757
2459010.271088011,1.0023263692855835,0.0035210142377763987
2459010.2724769227,0.9984601140022278,0.0035239148419350386
2459010.2738658343,0.9992941617965698,0.0035360106267035007
2459010.275254746,0.9973057508468628,0.0035216035321354866
2459010.2766436576,1.0011875629425049,0.0035233383532613516
2459010.278032569,0.9993423223495483,0.0035337135195732117
2459010.279421481,0.9974812865257263,0.003524054540321231
2459010.2808103925,1.0015212297439575,0.0035253807436674833
2459010.2821993036,1.0004597902297974,0.0035214556846767664
2459010.2835882152,0.9970420002937317,0.0035294070839881897
2459010.284977127,0.9983824491500854,0.003527591470628977
2459010.2863660385,0.9989979863166809,0.003519815392792225
2459010.28775495,1.0002893209457397,0.0035335475113242865
2459010.2891438617,0.9996735453605652,0.0035201571881771088
2459010.2905327734,1.0065886974334717,0.0035306736826896667
2459010.291921685,1.0026917457580566,0.003541995771229267
2459010.2933105966,0.9997422099113464,0.003522333921864629
2459010.294699508,1.0008623600006104,0.0035187515895813704
2459010.2960884194,0.999974250793457,0.0035344460047781467
2459010.297477331,0.9954423904418945,0.0035234203096479177
2459010.2988662426,1.0028901100158691,0.0035279709845781326
2459010.3002551543,0.9985181093215942,0.0035258051939308643
2459010.301644066,0.9945133924484253,0.0035297712311148643
2459010.3030329775,0.9940122365951538,0.0035197571851313114
2459010.304421889,1.0034376382827759,0.0035240380093455315
2459010.3058108008,1.0018484592437744,0.003551818896085024
2459010.307199712,1.0008963346481323,0.0035264950711280107
2459010.308588624,0.9989943504333496,0.003527965396642685
2459010.3099775356,0.9994679093360901,0.003526771906763315
2459010.311366447,1.003487229347229,0.0035267833154648542
2459010.3127553584,0.997063934803009,0.003520351368933916
2459010.31414427,0.998888373374939,0.0035230692010372877
2459010.3155331817,0.9993202090263367,0.003523776540532708
2459010.3169220933,0.9990847110748291,0.0035449713468551636
2459010.318311005,0.9980714321136475,0.0035265334881842136
2459010.3196999165,0.9978010654449463,0.003522001439705491
2459010.321088828,0.9961124062538147,0.0035196621902287006
2459010.32247774,0.9985970854759216,0.003530794056132436
2459010.3238666514,0.9988999366760254,0.003535466268658638
2459010.325255563,0.999923050403595,0.003525207284837961
2459010.326644474,1.0009316205978394,0.0035186319146305323
2459010.328033386,1.0008502006530762,0.003523362334817648
2459010.329422298,0.9961735010147095,0.003527675522491336
2459010.330811209,0.9980025887489319,0.0035305896308273077
2459010.3322001207,1.0010509490966797,0.0035289537627249956
2459010.3335890323,1.0000189542770386,0.0035220517311245203
2459010.334977944,0.9984493851661682,0.003519520629197359
2459010.3363668555,0.9988899827003479,0.00353176798671484
2459010.339144679,1.0014559030532837,0.0035425336100161076
2459010.3405335904,1.0043705701828003,0.0035282112658023834
2459010.341922502,1.0016653537750244,0.0035328210797160864
2459010.3433114137,1.0005193948745728,0.003524892730638385
2459010.3460892364,0.9980534315109253,0.00352808297611773
2459010.3474781485,0.9991904497146606,0.003530396381393075
2459010.3502559713,0.9964258074760437,0.003537854179739952
2459010.351644883,0.999799907207489,0.0035253397654742002
2459010.3530337946,0.9971501231193542,0.0035297770518809557
2459010.354422706,0.9981924891471863,0.0035220934078097343
2459010.355811618,1.0032782554626465,0.0035289034713059664
2459010.3572005294,0.9997957348823547,0.0035353503189980984
2459010.358589441,0.9973182082176208,0.0035249534994363785
2459010.3599783527,0.9975072145462036,0.003522032406181097
2459010.3613672643,0.9935169219970703,0.003525011008605361
2459010.362756176,0.9972947239875793,0.0035287481732666492
2459010.3641450875,0.9996930360794067,0.003533804789185524
2459010.365533999,1.0013281106948853,0.003525388892740011
2459010.3669229103,0.9968900084495544,0.0035219870042055845
2459010.368311822,0.998752236366272,0.0035255381371825933
2459010.369700734,1.000150442123413,0.003526853397488594
2459010.371089645,1.0005279779434204,0.003547084517776966
2459010.372478557,0.9979618191719055,0.003550670575350523
2459010.373867469,1.0017054080963135,0.0035289833322167397
2459010.37525638,0.9974973797798157,0.003528666915372014
2459010.3766452917,0.9997934103012085,0.003526238026097417
2459010.3780342033,0.9993097186088562,0.0035343854688107967
2459010.379423115,0.9924986958503723,0.0035277565475553274
2459010.3808120266,0.9967246055603027,0.003543155500665307
2459010.382200938,0.9991424679756165,0.0035376015584915876
2459010.38358985,1.0039814710617065,0.0035293346736580133
2459010.3849787614,0.9961324334144592,0.0035268706269562244
2459010.386367673,1.002225637435913,0.003533826442435384
2459010.3877565847,0.9973829388618469,0.00353643880225718
2459010.3891454963,0.9988158345222473,0.0035298801958560944
2459010.390534408,1.0011171102523804,0.0035405028611421585
2459010.3919233195,0.9996933341026306,0.0035240601282566786
2459010.393312231,1.0030319690704346,0.0035264662001281977
2459010.394701143,0.9960927367210388,0.0035367701202630997
2459010.3960900544,1.0006297826766968,0.003535486524924636
2459010.397478966,0.9964291453361511,0.003535259049385786
2459010.3988678777,0.9984182715415955,0.0035328392405062914
2459010.4002567893,1.0022329092025757,0.0035418637562543154
2459010.401645701,1.000307559967041,0.0035409810952842236
2459010.4030346125,0.9980438351631165,0.0035298573784530163
2459010.4044235237,0.9989866018295288,0.0035367372911423445
2459010.405812436,0.9954856634140015,0.0035389778204262257
2459010.4072013474,0.9979409575462341,0.003540989477187395
2459010.4085902586,0.997795045375824,0.0035334378480911255
2459010.4099791707,0.9996025562286377,0.0035341926850378513
2459010.4113680823,1.0009751319885254,0.00354776787571609
2459010.4127569934,1.002478003501892,0.0035405398812144995
2459010.4141459055,0.994549036026001,0.003538124030455947
2459010.4155348167,0.9981223344802856,0.0035431520082056522
2459010.4169237283,0.9975974559783936,0.0035540247336030006
2459010.4183126404,0.999091386795044,0.0035411256831139326
2459010.4197015516,1.0033588409423828,0.0035430951975286007
2459010.421090463,1.0015760660171509,0.0035520277451723814
2459010.4224793753,0.9963730573654175,0.0035457054618746042
2459010.4238682864,0.9960429668426514,0.0035472821909934282
2459010.4252571985,0.9995387196540833,0.0035414856392890215
2459010.4266461097,1.0016179084777832,0.00354350870475173
2459010.4280350213,0.9972317218780518,0.0035580736584961414
2459010.4294239334,1.0020451545715332,0.003545100102201104
2459010.4308128445,1.0006426572799683,0.00355066591873765
2459010.4322017566,1.000435709953308,0.003546841675415635
2459010.4335906683,0.9931586980819702,0.003548766253516078
2459010.4349795794,0.9979556798934937,0.0035419645719230175
2459010.4363684915,0.9959532022476196,0.0035462547093629837
2459010.4377574027,0.9976890683174133,0.003548127133399248
2459010.4391463143,0.9955485463142395,0.0035501900129020214
2459010.4405352264,1.003272294998169,0.0035457941703498363
2459010.4419241375,1.0050846338272095,0.0035555337090045214
2459010.4433130496,1.0029001235961914,0.0035534235648810863
2459010.4447019612,1.0022637844085693,0.0035602396819740534
2459010.446090873,1.0008660554885864,0.00356008717790246
2459010.4474797845,1.0024579763412476,0.0035652199294418097
2459010.448868696,0.9966164231300354,0.003554519498720765
2459010.4502576077,0.9986990094184875,0.0035565560683608055
2459010.4516465194,0.9986250400543213,0.0035592750646173954
2459010.453035431,0.9960678219795227,0.0035551663022488356
2459010.4544243426,1.0013638734817505,0.0035598967224359512
2459010.455813254,0.9951732754707336,0.003558851545676589
2459010.457202166,0.9967987537384033,0.0035599267575889826
2459010.4585910775,1.000477910041809,0.003564555663615465
2459010.459979989,0.9978135228157043,0.0035741846077144146
2459010.4613689007,0.9976683259010315,0.003556779120117426
2459010.4627578123,0.9979366660118103,0.0035702676977962255
2459010.464146724,0.9994860887527466,0.0035658441483974457
2459010.4655356356,0.999195396900177,0.0035637537948787212
2459010.466924547,0.9974581599235535,0.003567218082025647
2459010.468313459,1.001897931098938,0.0035669978242367506
2459010.4697023705,1.0015488862991333,0.003574476344510913
2459010.4710912826,0.9984704852104187,0.0035761769395321608
2459010.4724801937,1.0019179582595825,0.0035777147859334946
2459010.4738691053,0.9990360140800476,0.003568821819499135
2459010.475258017,0.9975618124008179,0.0035678998101502657
2459010.4766469286,1.0025309324264526,0.0035816398449242115
2459010.4780358407,1.0005158185958862,0.003569850930944085
2459010.479424752,0.9955435395240784,0.003572959452867508
2459010.480813664,0.9988654851913452,0.0035714562982320786
2459010.4822025755,0.9975805282592773,0.003589270869269967
2459010.483591487,1.00013267993927,0.0035712989047169685
2459010.484980399,0.9996350407600403,0.003590837586671114
2459010.4863693104,1.0013964176177979,0.0035763485357165337
2459010.487758222,0.9979341626167297,0.003576843533664942
2459010.4891471337,0.9989984035491943,0.003582531353458762
2459010.4905360453,0.9991792440414429,0.003577448194846511
2459010.491924957,0.9994663596153259,0.0035855628084391356
2459010.4933138685,0.9918348789215088,0.0035808205138891935
2459010.49470278,0.9979963898658752,0.0035839020274579525
2459010.496091692,1.0027557611465454,0.00358359282836318
2459010.4974806034,1.0021053552627563,0.0035876065958291292
2459010.4988695155,1.0017932653427124,0.0035874980967491865
2459010.500258427,1.0013712644577026,0.003592780092731118
2459010.5016473387,0.9989172220230103,0.0035860203206539154
2459010.5030362504,0.9968920350074768,0.0035943661350756884
2459010.504425162,1.0042039155960083,0.0036000115796923637
2459010.5058140736,0.9978955388069153,0.003587899263948202
2459010.507202985,1.0058612823486328,0.0035928983706980944
2459010.508591897,1.0042130947113037,0.0035962252877652645
2459010.5099808085,0.996884286403656,0.0035898364149034023
